36.72798770		127.44283140		359.95904000		2		0		0		0
36.72799680		127.44283140		359.57522000		4		0		0		0
36.72800900		127.44283160		359.89240000		5		0		0		0
36.72802300		127.44283170		0.38577000		5		0		0		0
36.72803840		127.44283180		1.65077000		6		0		0		0
36.72805490		127.44283210		1.94924000		6		0		0		0
36.72807210		127.44283350		4.98177000		7		0		0		0
36.72808970		127.44283720		12.41385000		7		0		0		0
36.72810700		127.44284410		20.43299000		7		0		0		0
36.72812310		127.44285480		31.94388000		7		0		0		0
36.72813740		127.44286990		43.86037000		7		0		0		0
36.72814860		127.44288890		58.20911000		7		0		0		0
36.72815630		127.44291150		72.77105000		7		0		0		0
36.72816010		127.44293660		82.31991000		8		0		0		0
36.72816140		127.44296310		88.85870000		8		0		0		0
36.72816120		127.44299000		91.58732000		8		0		0		0
36.72816070		127.44301750		91.37177000		8		0		0		0
36.72816010		127.44304540		90.83074000		9		0		0		0
36.72815980		127.44307410		90.71073000		9		0		0		0
36.72815970		127.44310260		89.53980000		9		0		0		0
36.72815960		127.44313090		89.23822000		8		0		0		0
36.72815990		127.44315880		89.05551000		8		0		0		0
36.72816020		127.44318610		89.13891000		8		0		0		0
36.72816040		127.44321310		90.85361000		8		0		0		0
36.72816050		127.44323970		88.98348000		8		0		0		0
36.72816070		127.44326680		88.80710000		8		0		0		0
36.72816110		127.44329470		88.04721000		8		0		0		0
36.72816140		127.44332280		89.07551000		8		0		0		0
36.72816190		127.44335090		87.82595000		8		0		0		0
36.72816240		127.44337820		88.24534000		8		0		0		0
36.72816290		127.44340560		87.92319000		8		0		0		0
36.72816360		127.44343290		88.47235000		8		0		0		0
36.72816420		127.44346050		87.74555000		8		0		0		0
36.72816440		127.44348850		89.55351000		8		0		0		0
36.72816440		127.44351670		90.44829000		8		0		0		0
36.72816430		127.44354460		90.85708000		8		0		0		0
36.72816400		127.44357210		91.28943000		8		0		0		0
36.72816350		127.44359950		91.28628000		8		0		0		0
36.72816300		127.44362730		90.70691000		8		0		0		0
36.72816280		127.44365540		90.54532000		9		0		0		0
36.72816280		127.44368380		88.82367000		9		0		0		0
36.72816310		127.44371220		88.71619000		9		0		0		0
36.72816350		127.44374080		88.62878000		9		0		0		0
36.72816380		127.44376920		88.65542000		9		0		0		0
36.72816420		127.44379740		88.42816000		8		0		0		0
36.72816470		127.44382540		88.42793000		8		0		0		0
36.72816530		127.44385290		88.34835000		8		0		0		0
36.72816590		127.44387990		88.05728000		8		0		0		0
36.72816650		127.44390640		89.67451000		8		0		0		0
36.72816530		127.44393230		96.50900000		8		0		0		0
36.72815950		127.44395650		113.49027000		7		0		0		0
36.72814820		127.44397720		130.26574000		7		0		0		0
36.72813230		127.44399300		148.25788000		8		0		0		0
36.72811310		127.44400240		164.47911000		8		0		0		0
36.72809200		127.44400630		174.98942000		8		0		0		0
36.72807050		127.44400800		176.75386000		8		0		0		0
36.72804930		127.44400880		178.05533000		8		0		0		0
36.72802880		127.44400970		177.80001000		7		0		0		0
36.72801300		127.44401040		177.45590000		4		0		0		0
36.72800450		127.44401060		176.04290000		-10		0		0		0
