36.72791930		127.44277540		90.34320000
36.72791930		127.44280240		90.12356000
36.72791920		127.44283020		90.10661000
36.72791910		127.44285840		90.21679000
36.72791920		127.44288670		89.79726000
36.72791940		127.44291500		89.11855000
36.72791970		127.44294350		89.20488000
36.72792000		127.44297200		89.19190000
36.72792040		127.44300040		88.80336000
36.72792080		127.44302880		88.93789000
36.72792110		127.44305710		89.21709000
36.72792150		127.44308580		88.87049000
36.72792200		127.44311480		88.55865000
36.72792250		127.44314380		88.98329000
36.72792270		127.44317290		89.45872000
36.72792290		127.44320200		89.33801000
36.72792310		127.44323080		89.66217000
36.72792340		127.44325960		89.07267000
36.72792390		127.44328840		88.83563000
36.72792430		127.44331710		89.05407000
36.72792540		127.44334520		86.67126000
36.72792950		127.44337180		76.70733000
36.72793870		127.44339430		59.39879000
36.72795300		127.44341130		40.51403000
36.72797110		127.44342100		19.05449000
36.72799160		127.44342430		4.81056000
36.72801300		127.44342490		0.77467000
36.72803440		127.44342480		359.68315000
36.72805590		127.44342460		359.36753000
36.72807750		127.44342440		359.75054000
36.72809840		127.44342420		359.22689000
