286.38874000		286.38855483		-0.00018517
286.38874000		286.38836961		-0.00037039
286.38874000		286.38855474		-0.00055564
286.38874000		286.38836952		-0.00074086
286.38874000		286.38555204		-0.00392883
286.38874000		286.38236290		-0.00711797
286.38874000		286.38555204		-0.01030593
286.38874000		286.38136172		-0.01449624
286.38874000		286.38454956		-0.01868668
286.38874000		286.38035933		-0.02287692
286.38874000		286.38454973		-0.02706719
286.38874000		286.38035958		-0.03125734
286.38874000		286.38454989		-0.03544744
286.38874000		286.38036029		-0.03963705
286.38874000		286.38855477		-0.03982227
286.38874000		286.38836963		-0.04000742
286.38874000		286.38855482		-0.04019260
286.38874000		286.38836965		-0.04037777
286.38874000		286.38855483		-0.04056293
286.38874000		286.39137234		-0.03774543
286.38874000		286.39155759		-0.03492784
286.38874000		286.39437639		-0.03210904
286.38874000		286.39155742		-0.02929162
286.38874000		286.39437495		-0.02647409
286.38874000		286.39155751		-0.02365658
286.38874000		286.39237320		-0.02284089
86.55339000		86.55420570		-0.02202519
86.55339000		86.55502162		-0.02120927
83.04555000		83.04636575		-0.02039352
83.04555000		83.04718150		-0.01957777
81.33262000		81.33343535		-0.01876242
81.33262000		81.33425112		-0.01794665
84.88574000		84.88755622		-0.01613043
84.88574000		84.88937359		-0.01431306
81.84385000		81.84566602		-0.01249704
81.84385000		81.84548078		-0.01268228
83.30748000		83.30729481		-0.01286747
83.30748000		83.30710955		-0.01305273
83.07722000		83.07703482		-0.01323790
83.07722000		83.07985357		-0.01041916
81.07269000		81.07550939		-0.00759977
81.07269000		81.07832878		-0.00478037
83.23922000		83.24103716		-0.00296321
83.23922000		83.24285434		-0.00114604
81.60611000		81.60792631		0.00067027
81.60611000		81.60974359		0.00248756
83.17688000		83.17369131		-0.00070114
83.17688000		83.17050271		-0.00388974
82.68385000		82.68066159		-0.00707814
82.68385000		82.67947494		-0.00826479
82.73943000		82.73824358		-0.00945121
82.73943000		82.73705746		-0.01063733
82.17447000		82.17328392		-0.01182341
82.17447000		82.17209784		-0.01300948
82.50138000		82.49919282		-0.01519667
82.50138000		82.49700497		-0.01738451
83.18716000		83.18497310		-0.01957141
83.18716000		83.18278600		-0.02175851
82.33945000		82.33726299		-0.02394552
82.33945000		82.33007145		-0.03113706
83.06622000		83.05902882		-0.03832824
83.06622000		83.05183434		-0.04552272
83.02233000		83.01513516		-0.05271756
83.02233000		83.00794326		-0.05990946
82.30251000		82.29531803		-0.06710143
82.30251000		82.28812620		-0.07429326
83.30295000		83.29575623		-0.08148702
83.30295000		83.28856426		-0.08867899
82.72216000		82.71496810		-0.09587089
82.72216000		82.70777628		-0.10306271
82.93568000		82.92848803		-0.11025468
82.93568000		82.92129434		-0.11744838
82.94392000		82.93672738		-0.12464099
82.94392000		82.92953534		-0.13183304
82.70891000		82.70171825		-0.13902479
82.70891000		82.69452721		-0.14621582
82.81564000		82.80844882		-0.15340700
82.81564000		82.80125707		-0.16059876
82.84031000		82.83311810		-0.16779066
82.84031000		82.82592599		-0.17498277
82.87718000		82.86998530		-0.18217747
82.87718000		82.86779737		-0.18436540
82.92368000		82.92850145		-0.17954394
82.92368000		82.92831620		-0.17972920
83.52679000		83.52260102		-0.18391817
83.52679000		83.52541875		-0.18110044
83.71956000		83.72237843		-0.17828201
83.71956000		83.72519611		-0.17546433
84.17889000		84.18170767		-0.17264666
84.17889000		84.18452518		-0.16982915
84.30687000		84.30968858		-0.16701058
84.30687000		84.31250766		-0.16419150
84.62911000		84.63192773		-0.16137377
84.62911000		84.63474664		-0.15855485
85.01985000		85.02266869		-0.15573616
85.01985000		85.02548740		-0.15291745
85.36132000		85.36413860		-0.15009885
85.36132000		85.36695738		-0.14728007
85.93715000		85.93996863		-0.14446144
85.93715000		85.94278726		-0.14164281
86.03624000		86.03905852		-0.13882429
86.03624000		86.04187602		-0.13600679
86.68822000		86.69103756		-0.13318923
86.68822000		86.69385504		-0.13037175
86.39837000		86.40118703		-0.12755472
86.39837000		86.41501584		-0.11372591
86.96929000		86.98411907		-0.09889683
86.96929000		86.98393381		-0.09908210
87.27792000		87.28474168		-0.09226042
87.27792000		87.28756042		-0.08944168
87.64797000		87.65679575		-0.08061592
87.64797000		87.67363093		-0.06378075
87.90724000		87.94008486		-0.03093588
87.90724000		87.94090062		-0.03012013
88.57621000		88.57702577		-0.02930436
88.57621000		88.57784155		-0.02848858
88.66003000		88.66084577		-0.02767281
88.66003000		88.66166154		-0.02685704
88.86011000		88.86092592		-0.02604112
88.86011000		88.86174170		-0.02522534
89.43528000		89.43609603		-0.02440931
89.43528000		89.43691178		-0.02359356
89.60320000		89.60401577		-0.02277779
89.60320000		89.60483168		-0.02196188
89.77050000		89.77131593		-0.02114595
89.77050000		89.77213170		-0.02033017
89.88009000		89.88090590		-0.01951427
89.88009000		89.88172188		-0.01869829
89.98230000		89.98311599		-0.01788230
89.98230000		89.98393192		-0.01706637
90.35889000		90.35970593		-0.01625044
90.35889000		90.36052193		-0.01543444
89.98834000		89.98915578		-0.01461865
89.98834000		90.01499608		0.01122164
90.51269000		90.54153295		0.04006459
90.51269000		90.56738022		0.06591186
90.71711000		90.74094429		0.08974615
90.71711000		90.76478858		0.11359045
90.69129000		90.74116627		0.16346672
90.69129000		90.79103507		0.21333552
90.81367000		90.86352186		0.26318738
90.81367000		90.91338170		0.31304722
91.15581000		91.20568129		0.36291851
91.15581000		91.25555607		0.41279328
91.00398000		91.19797525		0.60678853
91.00398000		91.38596116		0.79477444
91.20961000		91.39765789		0.98282233
91.20961000		91.58568324		1.17084769
91.07436000		91.26238723		1.35887492
91.07436000		91.45042949		1.54691717
91.17190000		91.35988779		1.73490496
91.17190000		91.54788873		1.92290590
91.31165000		91.49971104		2.11096694
91.31165000		91.68780213		2.29905803
91.16964000		91.35762967		2.48704769
91.16964000		91.54567192		2.67508995
91.50906000		91.69713982		2.86316977
91.50906000		91.88512573		3.05115568
91.62204000		91.81001464		3.23913032
91.62204000		91.99800807		3.42712375
91.30095000		91.48896221		3.61513595
91.30095000		91.67695939		3.80313313
91.81628000		92.00435043		3.99120356
91.81628000		92.19240959		4.17926272
92.01982000		92.20789606		4.36733879
92.01982000		92.39588573		4.55532845
92.09927000		92.28726530		4.74332376
92.09927000		92.47532071		4.93137916
91.73833000		91.92637226		5.11942142
91.73833000		92.11443142		5.30748057
92.00620000		92.16421700		5.46549758
92.00620000		92.34326089		5.64454146
92.10061000		92.26358293		5.80751439
92.10061000		92.43657593		5.98050739
91.89996000		92.07594906		6.15649645
91.89996000		92.21192839		6.29247578
92.18683000		92.34385043		6.44949621
92.18683000		92.51883325		6.62447903
92.25096000		92.42598303		6.79950206
92.25096000		92.60102004		6.97453908
91.91404000		92.08907876		7.14957784
91.91404000		92.26411927		7.32461835
92.34000000		92.51506848		7.49968684
92.34000000		92.69004956		7.67466791
91.85172000		92.02675876		7.84970667
91.85172000		92.20173284		8.02468075
92.35021000		92.52524527		8.19971602
92.35021000		92.70021935		8.37469010
91.57365000		91.74870799		8.54974810
91.57365000		91.92369431		8.72473441
90.61252000		90.78750107		8.89971549
90.61252000		90.96247341		9.07468782
88.25926000		88.31213468		9.12756250
88.25926000		88.38504216		9.20046998
86.66458000		86.73748238		9.27337236
86.66458000		86.81038767		9.34627765
81.37085000		81.44374000		9.41916765
81.37085000		81.51662126		9.49204891
77.73951000		77.81242767		9.56496658
77.73951000		77.88532204		9.63786095
71.88171000		71.95459053		9.71074148
71.88171000		72.02747689		9.78362784
67.37979000		67.45269748		9.85653531
67.37979000		67.52560495		9.92944279
62.05482000		62.12770272		10.00232551
62.05482000		62.20060218		10.07522497
55.97595000		56.04883563		10.14811060
55.97595000		56.12172854		10.22100351
50.10514000		50.17802854		10.29389206
50.10514000		50.25091345		10.36677696
44.79666000		44.86954636		10.43966332
44.79666000		44.94246985		10.51258681
39.91613000		39.98903820		10.58549502
39.91613000		40.06192602		10.65838283
35.98500000		36.05789000		10.73127283
35.98500000		36.13080184		10.80418467
30.71097000		30.78385199		10.87706666
30.71097000		30.85674927		10.94996394
26.48762000		26.56050490		11.02284885
26.48762000		26.63338471		11.09572865
23.11035000		23.18323199		11.16861064
23.11035000		23.25616641		11.24154506
19.97142000		20.04430272		11.31442778
19.97142000		20.11721238		11.38733744
17.50965000		17.58252616		11.46021360
17.50965000		17.65543000		11.53311744
15.23594000		15.30883146		11.60600889
15.23594000		15.38171709		11.67889452
13.42283000		13.49571199		11.75177651
13.42283000		13.56862165		11.82468617
10.76933000		10.84221199		11.89756816
10.76933000		10.91512165		11.97047782
8.95246000		9.02536966		12.04338748
8.95246000		9.09827641		12.11629423
6.96308000		7.03596417		12.18917840
6.96308000		7.10887238		12.26208660
4.33798000		4.36381927		12.28792587
4.33798000		4.37965356		12.30376016
1.82264000		1.83146320		12.31258336
1.82264000		1.84028939		12.32140956
359.27825000		359.28707329		12.33023284
359.27825000		359.29589657		12.33905613
355.52568000		355.53450267		12.34787880
355.52568000		355.54332604		12.35670217
351.26889000		351.27771267		12.36552484
351.26889000		351.28653851		12.37435068
347.16622000		347.17504320		12.38317388
347.16622000		347.18386622		12.39199690
342.28948000		342.29830285		12.40081975
342.28948000		342.30712886		12.40964577
337.87038000		337.87920329		12.41846905
337.87038000		337.88802648		12.42729225
332.39209000		332.40091417		12.43611642
332.39209000		332.40973754		12.44493979
327.11395000		327.12277320		12.45376299
327.11395000		327.13159860		12.46258839
