GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp		steer_angle		str_moving_avg_result		stanley_steering_angle		psi		atan_tmp		s		x_error
90.00798000		90.05636035		3.93919703		-2		-0.12825722		-0.25763064		-0.05633735		0.31396799		1.53752834		0.18631422
89.71112000		89.71146869		3.98039904		-2		-0.12949838		-0.61780009		0.28854362		0.32925648		1.48708294		0.19538687
89.71112000		89.73697206		4.00590241		-6		-0.38783298		-0.59497806		0.26328375		0.33169431		1.47862218		0.19683356
89.71112000		89.77028303		4.03921339		-9		-0.25997474		-0.56364243		0.22972473		0.33391771		1.48080341		0.19815300
91.13518000		91.16015282		4.06808818		-1		-0.09566269		0.85453435		-1.16009601		0.30556166		1.49194441		0.18132566
89.24622000		89.24702198		4.11839916		8		0.51274651		-1.06733619		0.75301217		0.31432402		1.54969592		0.18652550
89.24622000		89.29636112		4.16773830		0		0.28594457		-1.02445540		0.70364332		0.32081207		1.51499691		0.19037570
89.24622000		89.26500583		4.13638301		-13		-0.59500979		-1.06219711		0.73497573		0.32722138		1.51004179		0.19417918
90.08367000		90.02940880		4.07620825		-10		-0.64398426		0.05544855		-0.36458088		0.30913233		1.54308272		0.18344459
90.34698000		90.35712685		4.14044125		-2		-0.14970740		0.38909451		-0.69222183		0.30312732		1.54397263		0.17988105
90.34698000		90.49596873		4.27928313		4		0.26776898		0.53482387		-0.83113237		0.29630849		1.57193219		0.17583456
90.08623000		90.08634403		4.32589070		6		0.37410995		-0.18213664		-0.08634148		0.26847813		1.57221385		0.16869101
90.08623000		90.06290742		4.30245409		1		0.10178223		-0.20484419		-0.06292960		0.26777379		1.56905450		0.16824846
91.30380000		91.30151247		4.26171839		-2		-0.12873382		1.04779483		-1.30152440		0.25372957		1.58587969		0.15942403
91.30380000		91.27196702		4.23217294		6		0.36180839		1.02992285		-1.27196695		0.24204410		1.62014558		0.15208169
91.30380000		91.27603781		4.23624374		15		0.90979286		1.04556941		-1.27602810		0.23045868		1.59947980		0.14480224
89.88201000		89.87419977		4.23011518		7		0.24985024		-0.39529190		0.12579488		0.26949701		1.60334974		0.16933121
90.03788000		90.02754877		4.13902039		-1		-0.10560122		0.07576279		-0.34600375		0.27024096		1.66882721		0.16979866
90.03788000		89.90301061		4.01448222		-3		-0.21367466		-0.04777883		-0.21989860		0.26767743		1.62890119		0.16818791
89.83483000		89.83988705		4.00760521		-1		-0.07007092		-0.08908316		-0.15664987		0.24573303		1.62163609		0.15439956
89.83483000		89.89492812		4.06264628		-1		-0.06156799		-0.03234534		-0.21170406		0.24404940		1.63007744		0.15334168
89.42801000		89.42875663		4.07846811		-1		-0.07811595		-0.51513025		0.26289244		0.25223781		1.67187227		0.15848671
89.42801000		89.43604875		4.08576022		-4		-0.28513833		-0.51024347		0.25561367		0.25462980		1.66584755		0.15998967
89.42801000		89.44743827		4.09714975		-8		-0.50414857		-0.50111608		0.24421706		0.25689901		1.66645110		0.16141549
90.45535000		90.48158314		4.12377714		0		-0.03267876		0.56528893		-0.78993330		0.22464437		1.66905562		0.14114894
90.20995000		90.54214982		4.18434382		8		0.48035687		0.62482127		-0.84573348		0.22091221		1.68473608		0.13880392
90.20995000		90.59615888		4.23835289		10		0.63179149		0.68765269		-0.90044395		0.21279126		1.68270903		0.13370130
90.20995000		90.55397732		4.19617133		11		0.66930130		0.65371902		-0.85835815		0.20463912		1.68454256		0.12857910
89.58087000		89.49301770		4.10218250		2		0.12525881		-0.72288317		0.50694062		0.21594255		1.73843043		0.13568135
90.59636000		90.58647226		4.01055593		-6		0.06545752		0.38631213		-0.58648127		0.20016913		1.71528637		0.13275774
90.59636000		90.53087119		3.95495487		-3		-0.19506965		0.33594653		-0.53087430		0.19492778		1.71641685		0.12928149
89.87772000		89.88914552		3.99231128		5		0.32072524		-0.01469218		-0.18560259		0.20029478		1.75329960		0.13284106
89.87772000		89.95879607		4.06196183		2		0.15460282		0.05705900		-0.25527709		0.19821808		1.72887821		0.13146373
90.15667000		90.14801020		4.04776243		1		0.06704473		0.26577454		-0.44454020		0.17876567		1.72473926		0.11856226
90.15667000		90.09335311		3.99310535		3		0.18713423		0.21497376		-0.38986241		0.17488865		1.72977521		0.11599090
90.80104000		90.80736280		4.00423189		4		0.29707463		0.92610757		-1.09608855		0.16998098		1.77144445		0.11273599
90.80104000		90.80505291		4.00192200		10		0.64145775		0.93460387		-1.09414534		0.15954146		1.76664348		0.10581218
90.80104000		90.75862335		3.95549244		15		0.46829115		0.89816491		-1.04771376		0.14954885		1.76580850		0.09918477
89.48050000		89.40050976		3.87505543		3		0.05970317		-0.47740654		0.31040234		0.16700420		1.77998642		0.11076169
89.99183000		89.97139210		3.74985306		-8		-0.52026088		-0.18917738		0.02850189		0.16067548		1.78948827		0.10656429
89.99183000		89.89323982		3.67170078		-7		-0.43091128		-0.26773662		0.10634626		0.16139036		1.78840639		0.10703842
89.74716000		89.76332119		3.70266633		-4		-0.25895583		-0.41115981		0.23672560		0.17443421		1.79652866		0.11568950
89.74716000		89.88084721		3.82019235		-4		-0.28051903		-0.01323803		-0.16216791		0.17540594		1.83381142		0.11633399
89.96424000		89.96777131		3.89443286		-2		-0.13152941		0.07826570		-0.24977735		0.17151165		1.81149377		0.11375117
89.96424000		89.99573738		3.92239893		0		0.05988950		0.10870514		-0.27775989		0.16905475		1.81119549		0.11212168
89.47491000		89.47472567		3.91486983		1		0.07493569		-0.40715123		0.24322498		0.16392625		1.81359207		0.10872030
89.47491000		89.46202587		3.90217004		-2		-0.15227079		-0.42221340		0.25593910		0.16627430		1.84844306		0.11027760
89.47491000		89.45190685		3.89205101		-4		-0.27261528		-0.15717622		-0.00916106		0.16633729		1.83715487		0.11031937
90.36474000		90.37020109		3.89714651		4		-0.05225234		0.77749648		-0.92744830		0.14995182		1.83219871		0.09945204
90.12796000		90.14375131		3.93730565		9		0.59321694		0.01021083		-0.14371554		0.13350471		1.87076473		0.08854384
90.12796000		90.15771115		3.95126549		4		0.28431432		0.02586498		-0.15790449		0.13203951		1.86405463		0.08757208
90.29661000		90.27841975		3.88359310		0		0.01925017		0.14506371		-0.27844362		0.13337992		1.86341212		0.08846107
90.29661000		90.20508837		3.81026172		1		0.04809862		0.07392771		-0.20509705		0.13116934		1.86532757		0.08699495
90.35935000		90.36386368		3.81253841		2		0.12154017		0.50481777		-0.63591878		0.13110100		1.87729033		0.08694963
90.35935000		90.38616819		3.83484292		5		0.30310170		0.53321832		-0.65824294		0.12502462		1.87403063		0.08291960
89.26954000		89.26116861		3.80764806		7		0.46515016		-0.60574174		0.46674364		0.13899810		1.87551851		0.09218721
89.26954000		89.20374613		3.75022557		-2		-0.13393248		-0.66073333		0.52412886		0.13660447		1.88368402		0.09536809
89.84615000		89.83839935		3.68117968		-11		-0.70682097		-0.28892926		0.16157374		0.12735552		1.89764920		0.08891107
89.84615000		89.81494257		3.65772290		-9		-0.55901663		-0.31420613		0.18508822		0.12911791		1.89633489		0.09014146
90.28444000		90.32161624		3.75550575		-3		-0.23914758		0.19508938		-0.32155526		0.12646588		1.89884004		0.08828998
90.28444000		90.46833164		3.90222116		0		0.03987846		0.61316723		-0.73561253		0.12244530		1.93190603		0.08548307
89.48446000		89.49082411		3.97459775		5		0.35506944		-0.36560805		0.24194891		0.12365913		1.90724867		0.08633049
89.48446000		89.47928386		3.96305750		1		0.08151990		-0.37932465		0.25333385		0.12599080		1.90714292		0.08795831
89.91131000		89.89865320		3.91700586		-5		-0.18990764		0.04056826		-0.16602036		0.12545210		1.91576856		0.08758223
89.91131000		89.85506090		3.87341355		-3		-0.21035503		-0.27056449		0.14492903		0.12563546		1.93430029		0.08771024
89.98909000		90.00358677		3.89672567		-3		0.00219139		-0.12362775		-0.00357979		0.12720754		1.92910738		0.08880776
89.98909000		90.07630091		3.96943980		-2		-0.15592795		-0.05055772		-0.07626917		0.12682688		1.92954414		0.08854201
90.28513000		90.12211448		4.01525337		0		-0.03328042		0.26120159		-0.38792632		0.12672473		1.95088960		0.08847070
90.28513000		90.14986331		4.04300220		3		0.19645314		0.29415251		-0.41567221		0.12151970		1.91865593		0.08483688
89.99975000		89.97830426		4.02362325		3		0.19210326		0.13973834		-0.24413309		0.10439475		1.91825752		0.07288137
89.34430000		89.31971893		3.98054872		-2		-0.12653140		-0.79828651		0.68024812		0.11803839		1.90958886		0.08240645
90.49263000		90.49280090		3.93212947		-8		-0.52967425		0.36766391		-0.49277618		0.12511227		1.90769717		0.08734498
90.29572000		90.39931755		4.16679044		8		0.48723921		0.57205458		-0.66665679		0.09460220		1.90561554		0.06604486
90.28885000		90.22265316		4.07007117		8		0.52855030		0.39867459		-0.49007466		0.09140007		1.90551153		0.06380934
90.58391000		90.07221790		3.91963592		5		0.33455333		0.25859061		-0.34275878		0.08416816		1.88303724		0.05876050
89.43019000		89.41501212		3.75839137		2		0.14322064		-0.39379507		0.31446266		0.07933241		1.88431677		0.05538450
89.43019000		89.37596380		3.71934306		-7		-0.42244077		-0.44016832		0.35512506		0.08504327		1.89481839		0.05937144
90.18098000		90.22362956		3.76546075		1		0.09962513		0.42643151		-0.49250473		0.06607322		1.89321623		0.04612783
89.80649000		89.87108864		3.86004713		2		0.17243307		0.08167798		-0.14476942		0.06309145		1.86076098		0.04404616
90.25910000		90.17999450		3.75102170		6		0.36250633		0.39119985		-0.45368076		0.06248091		1.86081219		0.04361992
89.85592000		89.84124551		3.73717734		5		0.35278960		0.32912029		-0.38540923		0.05628893		1.87097460		0.03929710
90.41101000		90.41068313		3.55960279		-9		-0.59462369		0.61880821		-0.68766542		0.06885721		1.83891955		0.04807142
90.41101000		90.49021998		3.63913965		8		0.49010611		0.70971234		-0.76713666		0.05742431		1.83790812		0.04008974
89.26721000		89.31828999		3.71782885		0		0.00768287		0.38219031		-0.42604563		0.04385532		1.83951885		0.03061679
88.98120000		88.89897576		3.57475476		2		0.10121486		-0.03758352		-0.00670554		0.04428906		1.83787589		0.03091960
91.10163000		91.12285089		3.60015450		-500		nan		1.68926213		-1.67657164		-0.01269049		1.83717583		0.00885964
89.65147000		89.73593099		3.70240158		-500		nan		0.29229949		-0.28983929		-0.00246020		1.83708765		0.00171755
88.51977000		90.27666474		6.13337543		-500		nan		1.12499932		-1.11689373		-0.00810559		1.81521355		0.00565877
90.84054000		92.55355475		7.93360281		39		1.77341756		3.48550639		-3.40978073		-0.07572566		1.79120164		0.05286651
92.34428000		94.09171181		10.05664253		65		0.57520021		5.11047489		-4.94813148		-0.16234341		1.78970278		0.11333738
95.85716000		96.88660648		12.02638466		104		6.28022848		7.74930156		-7.44004930		-0.30925226		1.81852505		0.20510585
100.47002000		101.21312690		14.64888821		153		3.40846864		12.32441563		-11.78740291		-0.53701273		1.82852231		0.31867909
100.47002000		103.40558529		16.84134661		221		13.27779696		14.68986276		-13.97917339		-0.71068936		1.91630725		0.42175318
101.85576000		103.45784282		18.53434321		237		14.24119643		15.01932388		-14.05076647		-0.96855741		1.88322576		0.50718378
107.55012000		108.26262039		19.87961936		291		17.47356653		20.18729980		-18.85302520		-1.33427459		1.93858713		0.65216746
108.06891000		108.39987881		20.69967268		339		20.39506712		20.71623083		-18.99640538		-1.71982545		2.24839876		0.78066649
108.53276000		108.56092353		21.20237383		349		20.95159405		21.10047323		-19.15762963		-1.94284360		2.13916632		0.88197251
108.53276000		108.72072417		21.36217447		356		21.37365073		21.65060309		-19.31750585		-2.33309724		2.16300685		0.97782599
109.57587000		109.30734173		20.85589018		378		22.69389655		22.74362789		-19.92016865		-2.82345924		2.52846351		1.18364609
108.55903000		108.32515899		20.18282314		377		22.64557772		22.21648072		-18.93791890		-3.27856182		2.42995515		1.26025314
106.24445000		106.01627055		19.28717899		359		21.56755613		20.12127862		-16.62889760		-3.49238102		2.41588717		1.34264122
