GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp	steer_angle	str_moving_avg_result	stanley_steering_angle	path_angle		dr_yaw_angle		psi			tan_tmp			s			x_error
90.20428000		90.11603188		6.28244703		8		0.33241566		0.55264947		89.56365788		90.11603188		-0.55264947		0.18898885		1.17430153		0.08576073
88.97716000		88.95451809		6.23522632		7		0.19976639		-0.60797964		89.56365788		88.95451809		0.60797964		0.18825269		1.17238826		0.08542667
88.97716000		88.90044180		6.18115003		5		0.34646351		-0.66309161		89.56365788		88.90044180		0.66309161		0.19322713		1.17460958		0.08768402
89.44074000		89.43035440		6.13473552		4		0.16604538		-0.14122336		89.57173805		89.43035440		0.14122336		0.19652081		1.22376753		0.08917866
89.44074000		89.40881446		6.11319558		3		0.19293239		-0.16291371		89.57173805		89.40881446		0.16291371		0.19770649		1.19873552		0.08971671
89.93988000		89.92710588		6.08922642		2		0.15296837		0.35563273		89.57173805		89.92710588		-0.35563273		0.18540423		1.19399364		0.08413406
89.93988000		89.89210193		6.05422248		2		0.20895965		0.32048011		89.57173805		89.89210215		-0.32048011		0.18282721		1.19491751		0.08296464
89.16467000		89.16480860		6.04861145		1		0.11976582		-0.41850398		89.58331229		89.16480860		0.41850398		0.17833096		1.25966474		0.08092428
89.16467000		89.16680285		6.05060570		1		0.09616312		-0.41648088		89.58331229		89.16680285		0.41648088		0.18152389		1.23062760		0.08237320
89.52969000		89.15632569		6.04012854		1		0.14366155		-0.42695374		89.58331229		89.15632569		0.42695374		0.18181537		1.22658643		0.08250547
89.52969000		89.16336634		6.04716919		0		0.08675638		-0.41999681		89.58331229		89.16336634		0.41999681		0.18508573		1.22733540		0.08398953
90.07574000		90.07330201		6.04746099		0		-0.01036379		0.47922218		89.59427743		90.07330201		-0.47922218		0.18102074		1.29840183		0.08214488
90.07574000		90.06426556		6.03842453		0		-0.00044502		0.46998367		89.59427743		90.06426556		-0.46998367		0.17729670		1.26332267		0.08045495
88.69545000		88.69953660		6.04483157		0		0.05224736		-0.89478390		89.59427743		88.69953660		0.89478390		0.17850991		1.25999874		0.08100549
88.69545000		88.70959338		6.05488835		-2		-0.12206967		-0.88471620		89.59427743		88.70959338		0.88471620		0.18543019		1.25966039		0.08414584
90.06683000		90.06844152		6.06261192		-3		-0.19730546		0.47415050		89.59427743		90.06844152		-0.47415050		0.18413244		1.26809235		0.08355694
90.06683000		90.07122148		6.06539188		-2		-0.13494853		0.46994079		89.60127244		90.07122148		-0.46994079		0.18047633		1.29564441		0.08189783
89.21211000		89.22156471		6.08175300		-1		-0.08620019		-0.37975608		89.60127244		89.22156471		0.37975608		0.17150030		1.28100425		0.07782460
89.21211000		89.24229527		6.10248356		-2		-0.11997907		-0.35913747		89.60127244		89.24229527		0.35913747		0.17435856		1.28095864		0.07912165
88.82939000		88.83098857		6.11249680		-3		-0.08063657		-0.77026388		89.60127244		88.83098857		0.77026388		0.16389968		1.28448051		0.07437552
88.82939000		88.82948121		6.11098943		-3		-0.22664097		-1.17053427		90.00000154		88.82948121		1.17053427		0.15872293		1.32470070		0.07756685
90.43955000		90.45531580		6.13610940		-3		-0.21281668		0.45480662		90.00000154		90.45531580		-0.45480662		0.14360437		1.30221133		0.07017848
90.43955000		90.48095568		6.16174928		-2		-0.16216059		0.48078989		90.00000154		90.48095568		-0.48078989		0.13978483		1.30158848		0.06831189
89.08131000		89.08774643		6.17750954		-2		-0.13647849		-0.91238908		90.00000154		89.08774643		0.91238908		0.13100798		1.30413315		0.06859574
89.08131000		89.11294826		6.20271138		-3		0.00248211		-0.50492115		89.61774835		89.11294826		0.50492115		0.13826555		1.35845392		0.07239581
90.03579000		89.14371759		6.23348070		-4		-0.04093467		-0.47412728		89.61774835		89.14371759		0.47412728		0.15011570		1.33590082		0.07860058
90.03579000		89.16015700		6.24992012		-4		-0.29112732		-0.45760904		89.61774835		89.16015700		0.45760904		0.15400794		1.33600748		0.08063856
90.26057000		90.27046209		6.27302936		-4		-0.22896104		0.65252141		89.61774835		90.27046179		-0.65252141		0.13665504		1.34073412		0.07155255
90.26057000		90.29761513		6.30018240		-3		-0.13032841		0.67347616		89.62396367		90.29761513		-0.67347616		0.13105246		1.36353941		0.06861903
88.82990000		88.84547282		6.32932826		-3		-0.07423302		-0.77870679		89.62396367		88.84547244		0.77870679		0.13237923		1.35657418		0.06931373
88.82990000		88.88548842		6.36934386		-4		-0.25307201		-0.73862770		89.62396367		88.88548842		0.73862770		0.13888764		1.35745463		0.07272154
90.31024000		90.32509621		6.40080257		-4		-0.28311011		0.32504766		90.00000154		90.32509621		-0.32504766		0.10984403		1.38735333		0.06134856
90.31024000		90.33979880		6.41550516		-3		-0.16420374		0.33966923		90.00000154		90.33979859		-0.33966923		0.10695598		1.37842046		0.05973555
89.50100000		89.51886732		6.44325910		-3		-0.18925096		-0.48125707		90.00000154		89.51886732		0.48125707		0.11351971		1.37806244		0.06340145
89.50100000		89.55350330		6.47789508		-3		-0.21656600		-0.44654022		90.00000154		89.55350330		0.44654022		0.11754468		1.38005797		0.06564943
89.71846000		89.73062840		6.51115101		-4		-0.25192607		0.09192089		89.63865228		89.73062840		-0.09192089		0.11830170		1.41487524		0.07020174
89.71846000		89.76630416		6.54682676		-3		-0.23405764		0.12721848		89.63865228		89.76630416		-0.12721848		0.11732821		1.41175043		0.06962406
89.64764000		89.65796554		6.57226285		-3		-0.21097256		0.01922062		89.63865228		89.65796554		-0.01922062		0.09472605		1.41113786		0.05621162
89.64764000		89.68340055		6.59769786		-2		-0.18015211		0.04434783		89.63865228		89.68340055		-0.04434783		0.09448202		1.42544743		0.05606681
90.04230000		90.07302705		6.65228369		-1		-0.11591889		0.42604638		89.64692721		90.07302705		-0.42604638		0.08372114		1.44283197		0.04968116
90.04230000		90.09737034		6.67662698		-1		-0.08652436		0.45040499		89.64692721		90.09737034		-0.45040499		0.07983465		1.44263955		0.04737486
89.89257000		89.90361054		6.69348448		-1		-0.09316518		0.25660805		89.64692721		89.90361054		-0.25660805		0.09075173		1.45398693		0.05385321
89.89257000		89.91864657		6.70852051		-1		-0.04201338		-0.08141675		90.00000154		89.91864657		0.08141675		0.09104966		1.45546011		0.05403000
90.27653000		89.93090770		6.72078164		0		-0.08984625		-0.06913425		90.00000154		89.93090770		0.06913425		0.07508870		1.45337304		0.04455856
90.27653000		89.94543302		6.73530696		0		-0.03220157		-0.05470382		90.00000154		89.94543302		0.05470382		0.07564703		1.45380764		0.04488988
90.01201000		90.01849620		6.75199055		0		-0.00673012		0.01843187		90.00000154		90.01849620		-0.01843187		0.07475997		1.45879090		0.04436348
90.01201000		90.01872709		6.75222144		0		0.01887508		0.01876626		90.00000154		90.01872709		-0.01876626		0.07456859		1.48745511		0.04424991
89.92046000		89.91753637		6.74347988		0		-0.02407275		-0.08245858		90.00000154		89.91753637		0.08245858		0.07507245		1.48644170		0.04454891
89.92046000		89.91813510		6.74407861		0		-0.01279631		-0.08186496		90.00000154		89.91813510		0.08186496		0.07580453		1.48638603		0.04498334
90.07119000		90.07545064		6.75070936		0		0.02957527		0.41054742		89.66483636		90.07545064		-0.41054742		0.07048836		1.51949269		0.04182865
90.07119000		90.07726248		6.75252121		0		0.05153488		0.41242837		89.66483636		90.07726248		-0.41242837		0.06683937		1.51906651		0.03966330
90.59377000		90.59406511		6.75218319		1		-0.04159089		0.92924590		89.66483636		90.59406511		-0.92924590		0.04466223		1.51884239		0.02650310
90.59377000		90.59043234		6.74855042		2		0.15443708		0.59043292		90.00000154		90.59043234		-0.59043292		0.03689976		1.55385504		0.02189676
89.87592000		89.88051149		6.75396481		3		0.18447692		-0.11952517		90.00000154		89.88051149		0.11952517		0.04548571		1.55150042		0.02699177
89.87592000		89.88735021		6.76080353		2		0.17295249		-0.11262083		90.00000154		89.88735021		0.11262083		0.04649194		1.55150042		0.02758888
90.21100000		90.20206907		6.73945270		2		0.09288097		0.20229764		90.00000154		90.20206907		-0.20229764		0.04431272		1.55202988		0.02629570
90.21100000		90.17430558		6.71168921		2		0.04317059		0.17443581		90.00000154		90.17430558		-0.17443581		0.04262858		1.58549042		0.02529631
90.27444000		90.26831586		6.69681435		2		0.03431582		0.26836688		90.00000154		90.26831586		-0.26836688		0.04357282		1.58442487		0.02585664
90.27444000		90.25019789		6.67869637		2		0.16379075		0.25034563		90.00000154		90.25019789		-0.25034563		0.04127510		1.58441502		0.02449314
89.90522000		89.89935099		6.66645066		2		0.11639329		-0.10057743		90.00000154		89.89935110		0.10057743		0.04540385		1.59374482		0.02694319
89.90522000		89.89231216		6.65941182		2		0.16336896		0.20918727		89.68320119		89.89231216		-0.20918727		0.04361175		1.60672615		0.02587974
90.15609000		90.15285106		6.65217772		3		0.18369632		0.46975060		89.68320119		90.15285106		-0.46975060		0.03668207		1.60631953		0.02176758
90.15609000		90.13966177		6.63898843		3		0.20881479		0.45647412		89.68320119		90.13966177		-0.45647412		0.03252224		1.60629598		0.01929908
89.63701000		89.62880899		6.61731927		3		0.22350639		-0.05431765		89.68320119		89.62880899		0.05431765		0.03133324		1.61073028		0.01859352
89.63701000		89.62054416		6.60905445		3		0.16359108		-0.07111119		89.69164904		89.62054416		0.07111119		0.03193679		1.65040332		0.01895167
90.38707000		90.38385108		6.60572507		3		0.23318774		0.69234328		89.69164904		90.38385108		-0.69234328		0.00540952		1.65003015		0.00321007
90.38707000		90.35907141		6.58094540		4		0.26977575		0.66749836		89.69164904		90.35907141		-0.66749836		-0.00043642		1.65002394		0.00025898
89.36079000		89.35299405		6.55865895		4		0.28426201		-0.34266825		89.69570623		89.35299405		0.34266825		0.01838982		1.67510249		0.01027081
89.36079000		89.33155396		6.53721885		4		0.24803672		-0.36401190		89.69570623		89.33155396		0.36401190		0.02031036		1.67217342		0.01205241
90.46353000		90.44495474		6.51066598		4		0.25594480		0.74931072		89.69570623		90.44495474		-0.74931072		0.00504335		1.67202834		0.00281674
90.46353000		90.41488688		6.48059812		4		0.27000402		0.71928085		89.69570623		90.41488688		-0.71928085		-0.00128787		1.67202394		0.00071928
90.23498000		90.22106586		6.45535843		4		0.25363082		0.22127861		90.00000154		90.22106586		-0.22127861		-0.00086055		1.70500172		0.00048062
90.23498000		90.19341733		6.42770990		3		0.09441948		0.19366000		90.00000154		90.19341733		-0.19366000		-0.00299163		1.70500274		0.00167084
89.48177000		89.46197863		6.39428130		3		0.20736067		-0.53770686		90.00000154		89.46197863		0.53770686		0.00262651		1.70500126		0.00146692
89.48177000		89.43361252		6.36591518		3		0.18584497		-0.56636584		90.00000154		89.43361252		0.56636584		0.00753162		1.70501167		0.00420645
90.03101000		90.02182034		6.34736053		2		0.17179129		0.02186665		90.00000154		90.02182034		-0.02186665		0.01482646		1.70537710		0.00879820
90.03101000		90.00846950		6.33400969		2		0.08673654		0.30498713		89.70350855		90.00846950		-0.30498713		0.01257213		1.71608840		0.00746045
89.43718000		89.43010075		6.32426528		2		0.16174405		-0.27340332		89.70350855		89.43010075		0.27340332		0.01089008		1.71604735		0.00646230
89.43718000		89.42305275		6.31721727		2		0.13716537		-0.28044424		89.70350855		89.42305275		0.28044424		0.01335859		1.71606365		0.00792715
90.03746000		89.42497276		6.31913729		1		0.11633199		-0.28596379		89.71092073		89.42497271		0.28596379		0.00327443		1.76010929		0.00205738
90.03746000		89.41119035		6.30535488		1		0.09681553		-0.29955645		89.71092073		89.41119035		0.29955645		0.00590103		1.76003498		0.00370773
90.14314000		90.12346687		6.27595415		1		0.09121015		0.41285619		89.71092073		90.12346687		-0.41285619		0.00453321		1.76002731		0.00284830
GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp	steer_angle	str_moving_avg_result	stanley_steering_angle	path_angle		dr_yaw_angle		psi			tan_tmp			s			x_error
90.14314000		90.12111867		6.27360595		1		0.08815615		0.41005969		89.71092073		90.12111867		-0.41005969		-nan			1.76002075		-nan
89.26180000		89.25817590		6.27357841		1		0.05210041		-0.45274340		89.71092073		89.25817590		0.45274340		0.00717901		1.76003780		0.00451070
89.26180000		89.25235046		6.26775297		0		0.04636647		-0.45852061		89.71092073		89.25235046		0.45852061		0.01132535		1.76014265		0.00711592
89.86496000		89.86290238		6.25962875		0		0.04077741		-0.13706042		90.00000154		89.86290238		0.13706042		0.00064654		1.78200009		0.00040623
89.86496000		89.85344962		6.25017599		0		0.03732488		-0.14668458		90.00000154		89.85344962		0.14668458		0.00194439		1.78200100		0.00122169
90.42942000		90.44188167		6.28139094		0		0.00942659		0.72378344		89.71797136		90.44188149		-0.72378344		-0.00175119		1.80423591		0.00110031
90.42942000		90.45438171		6.29389098		0		0.02071927		0.73641353		89.71797136		90.45438171		-0.73641353		-0.00826182		1.80404737		0.00519105
89.45590000		89.46218126		6.29830754		0		0.02931067		-0.25585044		89.71797136		89.46218099		0.25585044		0.00958702		1.80404203		0.00602370
89.45590000		89.46606785		6.30219413		0		-0.02078748		-0.25183200		89.71797136		89.46606785		0.25183200		0.01252401		1.80405888		0.00743189
89.28280000		89.27467801		6.28679586		-1		-0.04003709		-0.16797591		89.44275017		89.27467801		0.16797591		0.01736422		1.82647309		0.01091026
89.28280000		89.27282333		6.28494119		-1		-0.08929161		-0.16997351		89.44275017		89.27282333		0.16997351		0.01893937		1.82619804		0.01189996
89.87355000		89.87651073		6.29296341		-1		-0.07063770		0.43376132		89.44275017		89.87651073		-0.43376132		-0.00049293		1.82608642		0.00030971
89.87355000		89.88212765		6.29858034		0		-0.02339344		0.43934120		89.44275017		89.88212765		-0.43934120		-0.00442138		1.82609166		0.00277804
89.76825000		89.77777802		6.31451230		0		0.01745569		-0.22226572		90.00000154		89.77777802		0.22226572		-0.01315243		1.86238238		0.00826392
89.76825000		89.79049647		6.32723075		0		-0.03531459		-0.20954321		90.00000154		89.79049647		0.20954321		-0.01190456		1.85904692		0.00706431
89.93938000		89.94414874		6.33820828		0		-0.03256059		-0.05590068		90.00000154		89.94414874		0.05590068		-0.01469605		1.85904097		0.00872081
89.93938000		89.96259388		6.35665342		0		-0.00250888		-0.03747792		90.00000154		89.96259388		0.03747792		-0.01315635		1.85904069		0.00826638
89.96392000		89.96679770		6.36522242		0		0.01009512		-0.03320791		90.00000154		89.96679770		0.03320791		-0.01393242		1.86105384		0.00875400
89.96392000		89.96983090		6.36825562		0		0.03785351		0.24193491		89.72792522		89.96983090		-0.24193491		-0.01602887		1.87011829		0.01007124
89.60247000		89.59904376		6.36475665		0		0.02997706		-0.12887013		89.72792522		89.59904376		0.12887013		-0.00438216		1.87002514		0.00275339
89.60247000		89.58316987		6.34888276		0		-0.00212146		-0.14473301		89.72792522		89.58316987		0.14473301		-0.00341067		1.87002348		0.00202393
88.88714000		88.88147354		6.33864826		0		-0.00757471		-0.84644180		89.72792522		88.88147354		0.84644180		0.00874105		1.87004747		0.00549216
88.88714000		88.87741845		6.33459317		0		-0.00528911		-0.85041782		89.72792522		88.87741845		0.85041782		0.01692155		1.87059954		0.01004145
90.13451000		90.13296367		6.32775804		0		0.04108090		0.13295331		90.00000154		90.13296367		-0.13295331		-0.00072631		1.89200011		0.00045635
90.13451000		90.13953780		6.33433217		0		0.04225143		0.13946255		90.00000154		90.13953780		-0.13946255		-0.00196370		1.89200074		0.00116528
89.95079000		89.96091151		6.34780846		-1		-0.08067460		-0.03910766		90.00000154		89.96091151		0.03910766		-0.01470804		1.89210711		0.00872793
89.95079000		89.97827026		6.36516721		-1		-0.04295876		0.24545838		89.73264325		89.97827026		-0.24545838		-0.01521064		1.90323804		0.00902617
88.92836000		88.93661775		6.37914697		-1		0.00825125		-0.79609741		89.73264325		88.93661775		0.79609741		0.01817164		1.90311300		0.01078327
88.92836000		88.94949150		6.39202073		-2		-0.12939515		-0.78318862		89.73264325		88.94949150		0.78318862		0.02510993		1.90314635		0.01490053
89.25888000		89.27051562		6.40682700		-2		-0.14998702		-0.46213699		89.73264325		89.27051562		0.46213699		0.00671459		1.90303611		0.00398452
89.25888000		89.28627955		6.42259093		-3		-0.07855805		-0.44650857		89.73264325		89.28627955		0.44650857		0.01067177		1.90383729		0.00633276
90.04774000		90.05992296		6.44016682		-3		0.01477364		0.05984847		90.00000154		90.05992296		-0.05984847		0.01200042		1.92503074		0.00712119
90.21809000		90.22808643		6.49223603		-3		-0.21908474		0.22802388		90.00000154		90.22808643		-0.22802388		-0.00045737		1.92500004		0.00027141
89.95390000		89.95554794		6.55413535		-3		-0.09213527		0.22119349		89.73417976		89.95554794		-0.22119349		-0.00192048		1.91402210		0.00113964
89.63118000		89.63184180		6.61428290		-2		-0.16232563		-0.10243503		89.73417976		89.63184180		0.10243503		-0.00867419		1.91403483		0.00514737
89.63118000		89.67057333		6.65301443		-2		-0.17327875		-0.06363293		89.73417976		89.67057333		0.06363293		-0.00747665		1.91404089		0.00443673
90.46206000		90.46541551		6.69290248		-2		-0.14506330		0.46533218		90.00000154		90.46541551		-0.46533218		-0.01471383		1.90304517		0.00924497
89.89331000		89.89350426		6.71852171		0		-0.05640593		0.16081776		89.73264324		89.89350426		-0.16081776		-0.01414924		1.90601493		0.00889023
90.28605000		89.94745050		6.77246795		0		-0.03635904		0.21483303		89.73264324		89.94745050		-0.21483303		-0.02258066		1.90313307		0.01418785
90.01522000		90.02163254		6.77080446		0		-0.00024739		0.29205997		89.72951628		90.02163246		-0.29205997		-0.03047157		1.88141219		0.01914585
90.06873000		90.06563301		6.76559860		1		0.02693202		0.33619977		89.72951628		90.06563301		-0.33619977		-0.03578018		1.88129015		0.02248135
90.06873000		90.04895275		6.74891835		2		0.15202692		0.31943216		89.72951628		90.04895275		-0.31943216		-0.03962318		1.88145793		0.02489598
90.38946000		90.39065112		6.75203495		3		0.10857890		0.65960604		89.73108885		90.39065112		-0.65960604		-0.06179043		1.89365520		0.03882408
90.56795000		90.54083558		6.70794621		4		0.05262990		0.80991662		89.73108885		90.54083558		-0.80991662		-0.08954197		1.89426320		0.05626092
89.76977000		89.71104173		6.64560817		4		0.25450028		-0.01491860		89.72631532		89.71104173		0.01491860		-0.08447644		1.86098712		0.05307815
90.02860000		89.97021153		6.57884616		4		0.12129842		0.24415128		89.72631532		89.97021153		-0.24415128		-0.08127054		1.86089452		0.05106382
89.83640000		89.79606447		6.52889378		5		0.33159312		0.34089280		89.45586119		89.79606447		-0.34089280		-0.08677558		1.87349618		0.05452275
89.49047000		89.47490510		6.46953414		5		0.08336817		0.01928327		89.45586119		89.47490510		-0.01928327		-0.09718414		1.87207614		0.06106266
89.49047000		89.40255424		6.39718328		5		0.31658107		-0.05318907		89.45586119		89.40255424		0.05318907		-0.09698015		1.87264549		0.06093448
89.84621000		89.80840840		6.34278234		5		0.31074043		0.08545877		89.72303770		89.80840840		-0.08545877		-0.11288653		1.84427218		0.07092879
89.14782000		89.13871891		6.23751452		6		0.23858051		-0.58401906		89.72303770		89.13871891		0.58401906		-0.11075631		1.85017196		0.06959033
89.14782000		89.07193638		6.17073198		5		0.34855242		0.17972512		88.89227560		89.07193638		-0.17972512		-0.11158642		1.84134469		0.07011190
89.42297000		89.32832782		6.06470101		6		0.19680859		0.43644594		88.89227560		89.32832782		-0.43644594		-0.12994178		1.84190070		0.08164497
90.23968000		90.17754616		5.98957184		6		0.08945539		0.73157930		89.44608680		90.17754616		-0.73157930		-0.16384964		1.84631697		0.10295004
89.71975000		89.65491820		5.91361700		5		0.04030876		0.20912290		89.44608680		89.65491820		-0.20912290		-0.16961494		1.84372665		0.10657252
89.44543000		89.38840294		5.83569237		5		0.19701923		0.22967415		89.15909244		89.38840294		-0.22967415		-0.16794754		1.82904231		0.10552485
88.71103000		88.67642211		5.77087665		5		0.33124530		-0.48230097		89.15909244		88.67642211		0.48230097		-0.15392116		1.82038694		0.09671175
88.84912000		88.82838268		5.70346042		4		0.29795340		-0.33034531		89.15909244		88.82838268		0.33034531		-0.17731371		1.84544316		0.11140985
88.84912000		88.77526636		5.65034409		3		0.21126579		-0.36816989		89.14352236		88.77526672		0.36816989		-0.18255354		1.79109055		0.10832981
88.72629000		88.68054493		5.59940866		2		0.16814963		-0.46285362		89.14352236		88.68054493		0.46285362		-0.17502118		1.78906551		0.10385998
89.12305000		89.11945314		5.58424081		2		0.12754126		-0.30602288		89.42544537		89.11945314		0.30602288		-0.18702203		1.78589503		0.11098150
89.46725000		89.45555876		5.57376256		0		0.03703837		0.03016630		89.42544537		89.45555876		-0.03016630		-0.19161199		1.77901045		0.11370526
88.07352000		88.05902864		5.55447928		-1		-0.07179892		-1.34806585		89.40703143		88.05902864		1.34806585		-0.15847357		1.72622773		0.09404035
88.69560000		88.69843547		5.56130811		-3		-0.19077020		-0.70861286		89.40703143		88.69843547		0.70861286		-0.16882394		1.72228490		0.10018243
88.44573000		88.46085009		5.57775911		-5		-0.31912176		-0.94262652		89.40320607		88.46085009		0.94262652		-0.15573864		1.72704145		0.09241740
89.28519000		89.28694464		5.63676894		-7		0.00765662		-0.11643531		89.40320607		89.28694464		0.11643531		-0.15819324		1.71127755		0.09387400
89.28519000		89.34609523		5.69591953		-7		-0.13578109		-0.05747841		89.40320607		89.34609523		0.05747841		-0.15708908		1.71021176		0.09321877
89.10195000		89.23103035		5.84729517		-8		-0.48016465		-0.15817815		89.38739810		89.23103035		0.15817815		-0.15950536		1.66794023		0.09465263
89.22002000		89.30134904		5.93534087		-7		-0.45096727		-0.08616606		89.38739810		89.30134904		0.08616606		-0.16221411		1.66854812		0.09626005
89.99230000		89.99907929		6.10749674		-7		-0.26495948		0.61536300		89.38331440		89.99907929		-0.61536300		-0.18110875		1.65713812		0.10747245
89.99230000		90.09832623		6.20674368		-5		-0.32359261		0.71477008		89.38331440		90.09832623		-0.71477008		-0.19204812		1.66871388		0.11396407
89.72685000		89.73011956		6.31533523		-5		0.00054599		0.36350661		89.36642024		89.73011956		-0.36350661		-0.19803578		1.61518065		0.11751727
89.72685000		89.78120958		6.36642525		-5		-0.00145005		0.41461746		89.36642024		89.78120958		-0.41461746		-0.20276996		1.62582289		0.12032662
89.56052000		89.61331751		6.44312844		-3		-0.23177748		-0.06576581		89.67880128		89.61331751		0.06576581		-0.21116337		1.59519184		0.12530743
89.74987000		89.78332862		6.54436412		-1		-0.09727433		0.10897451		89.67427743		89.78332862		-0.10897451		-0.22155277		1.61085910		0.13147272
90.39598000		90.42713754		6.58152616		1		-0.00201337		0.75284089		89.67427743		90.42713754		-0.75284089		-0.24022954		1.57565768		0.14255591
90.56153000		90.55975514		6.56682029		2		0.13434539		0.89013666		89.66962433		90.55975514		-0.89013666		-0.25006697		1.55421440		0.14839367
89.92349000		89.92189790		6.54519001		3		0.01229302		0.59718387		89.32480185		89.92189790		-0.59718387		-0.25416486		1.59110531		0.15082545
89.92349000		89.91804690		6.54133901		4		0.27409546		0.59325077		89.32480185		89.91804690		-0.59325077		-0.26167842		1.52648167		0.15528418
89.89782000		89.86724145		6.50920671		5		0.07182883		0.54271306		89.32480185		89.86724145		-0.54271306		-0.27630937		1.53106569		0.16396655
89.40578000		89.39111338		6.44276759		5		0.31053771		-0.26619524		89.65738842		89.39111338		0.26619524		-0.28558929		1.51108915		0.16947350
89.40578000		89.33633255		6.38798677		4		0.28413672		-0.32102878		89.65738842		89.33633255		0.32102878		-0.28182878		1.50367014		0.16724191
89.69255000		89.66135631		6.28586866		5		0.27724550		0.01194842		89.64960195		89.66135631		-0.01194842		-0.30220431		1.47421604		0.17933331
89.46610000		89.41081064		6.21052761		5		0.34269863		0.12793746		89.28293322		89.41081064		-0.12793746		-0.29953021		1.44684550		0.17774642
89.61331000		89.57164199		6.15382857		5		0.27271398		0.28903372		89.28293322		89.57164199		-0.28903372		-0.31865862		1.45216646		0.18909778
89.33184000		89.30472752		6.07998160		4		0.00614834		-0.32797960		89.63291670		89.30472752		0.32797960		-0.31530503		1.41532056		0.18710766
89.98283000		89.97221608		6.01990668		4		0.26564995		0.33933973		89.63291670		89.97221608		-0.33933973		-0.32721008		1.43617144		0.19417248
89.98283000		89.92839597		5.97608658		4		0.16130272		0.30148232		89.62699617		89.92839597		-0.30148232		-0.33139796		1.40524686		0.19665770
89.37022000		89.34821488		5.94897417		3		0.19630503		-0.27871878		89.62699617		89.34821488		0.27871878		-0.31824594		1.39265610		0.18885288
88.91248000		88.89491853		5.91507497		2		0.06189626		-0.33409837		89.22915936		88.89491853		0.33409837		-0.31474729		1.35705536		0.18677668
89.18656000		89.18646958		5.88446340		1		0.06017243		-0.04262216		89.22915936		89.18646958		0.04262216		-0.32120094		1.35344637		0.19060647
88.88584000		88.88583375		5.87260164		0		0.05979932		-0.04148174		89.21609585		88.88583375		0.04148174		-0.32037220		1.33643332		0.19011467
88.88584000		88.89289756		5.87966545		0		0.01529567		-0.32323118		89.21609585		88.89289756		0.32323118		-0.32162017		1.33182248		0.19085525
89.31139000		89.31793903		5.90700828		-1		-0.07668890		-0.27640539		89.59427743		89.31793903		0.27640539		-0.32448781		1.30031035		0.19255700
89.13989000		89.14027308		5.92320003		-1		-0.04028164		-0.44317856		89.58331232		89.14027308		0.44317856		-0.32065627		1.25044538		0.19028325
89.13989000		89.16954717		5.95247412		-2		-0.03046222		-0.41413218		89.58331232		89.16954717		0.41413218		-0.31540953		1.25913362		0.18716967
89.07786000		89.08776124		5.97121107		-3		-0.18893284		-0.48402470		89.57173802		89.08776124		0.48402470		-0.31328336		1.21955691		0.18590794
89.20849000		89.21297649		6.00044106		-3		-0.22281951		-0.35883497		89.57173802		89.21297649		0.35883497		-0.31173740		1.25034923		0.18499052
89.20849000		89.24727167		6.03473625		-3		-0.22841146		-0.30368578		89.55094936		89.24727167		0.30368578		-0.30752179		1.16639235		0.18248885
89.19598000		89.22398050		6.07350919		-4		-0.17145422		-0.32714134		89.55094936		89.22398050		0.32714134		-0.30525308		1.18887630		0.18114253
89.79586000		89.82080692		6.12274465		-4		-0.22572732		0.28769670		89.53280662		89.82080692		-0.28769670		-0.32165000		1.12211180		0.19087295
89.30590000		89.33039595		6.19334445		-3		-0.23433621		-0.18278244		89.51313619		89.33039595		0.18278244		-0.31573141		1.08079685		0.18736068
88.81724000		88.81823301		6.24875455		-3		-0.22630158		-0.66221222		89.48031555		88.81823254		0.66221222		-0.31377839		1.08994845		0.18620170
88.81724000		88.86400286		6.29452486		-4		-0.27369339		-0.61637973		89.48031555		88.86400286		0.61637973		-0.30535616		1.01187877		0.18120371
89.48481000		89.50614437		6.32736445		-4		-0.07350398		0.05660760		89.44938375		89.50614437		-0.05660760		-0.32724992		0.98718005		0.19419612
89.85592000		89.86610195		6.37535177		-4		-0.25222230		0.41636861		89.44938375		89.86610195		-0.41636861		-0.32654689		0.98417129		0.19377892
89.85592000		89.93335425		6.44260407		-3		-0.18576859		0.51870875		89.41453683		89.93335425		-0.51870875		-0.33312213		0.91412334		0.19768087
89.43553000		89.47299125		6.49003469		-2		-0.15437222		0.09797024		89.37498144		89.47299125		-0.09797024		-0.34058111		0.88322999		0.20210728
89.33507000		89.51650777		6.53355121		-2		-0.12336353		-0.48353987		90.00000154		89.51650777		0.48353987		-0.34555131		0.83381349		0.20505676
89.46332000		89.47342459		6.55990371		-2		-0.12537934		-0.52658890		90.00000154		89.47342459		0.52658890		-0.34179054		0.80584102		0.20282499
89.60909000		89.63655999		6.61340693		-1		-0.08529728		0.40734701		89.22915935		89.63655999		-0.40734701		-0.33127457		0.71550577		0.19658448
89.51943000		89.53828818		6.63258730		-1		-0.10233252		-0.46186331		90.00000154		89.53828818		0.46186331		-0.33848079		0.68733523		0.20086087
89.45244000		89.46221955		6.64522267		-2		-0.02073394		-0.53785656		90.00000154		89.46221955		0.53785656		-0.34005413		0.60995988		0.20179455
90.08181000		90.09702850		6.67397790		-2		-0.06770167		1.28273114		88.81418827		90.09702850		-1.28273114		-0.34575407		0.54671182		0.20517708
