-26.79276216	0	0
1.39692885	1	0
1.39613960	2	0
0.32670455	3	0
0.53872818	4	2
0.29272665	5	5
0.26972371	6	6
0.21995853	7	5
0.20508843	8	5
0.11327336	9	5
0.08371877	10	4
0.05659695	11	4
-0.00158689	12	4
-0.08289628	13	4
-0.00767632	14	4
-0.13189463	15	4
-0.10027948	16	4
0.19581153	17	5
0.02855260	18	6
0.01587652	19	8
0.00440535	20	9
0.01627174	21	10
-0.01129094	22	11
0.04184960	23	12
-0.03404220	24	13
-0.00636710	25	14
-0.00736689	26	15
-0.06242221	27	16
-0.00442325	28	17
-0.03906858	29	17
-0.07789442	30	18
-0.01650165	31	18
-0.07845210	32	18
-0.03483755	33	19
-0.02369994	34	19
-0.14881015	35	19
-0.06400211	36	19
0.00788340	37	19
-0.21266616	38	17
-0.13924608	39	13
-0.00814800	40	8
-0.04891786	41	8
0.65599764	42	3
1.11168330	43	0
0.94859261	44	0
0.94859261	45	0
