-0.15942793	1	0	2.00000000
-0.35984225	2	2	2.00000000
-0.49435468	3	5	2.00000000
-0.29091283	4	8	2.00000000
-0.36056676	5	8	2.00000000
-0.35672358	6	8	2.00000000
-0.21207393	7	8	2.00000000
-0.17457741	8	12	2.00000000
-0.15989408	9	12	2.00000000
-0.20749639	10	12	2.00000000
-0.12037396	12	12	2.00000000
-0.08625417	13	12	2.00000000
-0.10807078	14	11	2.00000000
-0.11472829	15	11	2.00000000
-0.03367799	16	12	2.00000000
-0.00662246	17	12	2.00000000
-0.05149509	18	12	2.00000000
-0.07829661	19	13	2.00000000
-0.05262282	20	12	2.00000000
-0.06594894	21	12	2.00000000
-0.05837822	22	12	2.00000000
-0.00542144	23	11	2.00000000
-0.02632967	24	12	2.00000000
-0.04755287	25	12	2.00000000
-0.02895168	26	12	2.00000000
-0.16511014	27	12	2.00000000
-0.19812849	28	12	2.00000000
-0.35901942	29	12	2.00000000
-0.76093801	30	10	2.00000000
-1.09474094	31	8	2.00000000
-1.24458323	32	8	2.00000000
-1.39402221	33	7	2.00000000
-1.27477692	34	8	2.00000000
-1.01092851	35	8	2.00000000
-0.55049081	36	9	2.00000000
-0.14294355	37	8	2.00000000
-0.09899796	38	8	2.00000000
-0.00124790	39	7	2.00000000
-0.08345947	40	7	2.00000000
-0.00440457	41	4	2.00000000
-1.46979713	42	1	2.00000000
