2.67439645	0	0	2.00000000
2.52164123	1	0	2.00000000
2.32704000	2	0	2.00000000
2.38032000	3	0	2.00000000
0.60991251	4	0	2.00000000
-0.61399239	5	1	2.00000000
-0.57755344	6	1	2.00000000
-0.39575977	7	2	2.00000000
0.49542915	8	5	2.00000000
0.16050174	9	4	2.00000000
-0.03475696	10	5	2.00000000
-0.10412867	11	5	2.00000000
-0.14647098	12	5	2.00000000
-0.11764824	13	5	2.00000000
-0.11351586	14	5	2.00000000
-0.10575315	15	7	2.00000000
-0.09617343	16	7	2.00000000
-0.08064924	17	9	2.00000000
-0.06047381	18	9	2.00000000
-0.04782594	19	9	2.00000000
-0.06392938	20	9	2.00000000
-0.10218277	21	9	2.00000000
-0.09705912	22	9	2.00000000
-0.09135154	23	9	2.00000000
-0.05699827	24	10	2.00000000
-0.07371156	25	10	2.00000000
-0.30454023	26	10	2.00000000
-0.37380781	27	10	2.00000000
-0.35741668	28	9	2.00000000
-0.68036823	29	9	2.00000000
-1.04062467	30	8	2.00000000
-1.13974753	31	8	2.00000000
-1.41785027	32	8	2.00000000
-1.89880635	33	8	2.00000000
-1.45096754	34	8	2.00000000
-1.33376329	35	9	2.00000000
-1.14307523	36	9	2.00000000
-1.05347730	37	9	2.00000000
-0.69937362	38	10	2.00000000
-0.52734123	39	10	2.00000000
-0.62938985	40	10	2.00000000
-0.97494957	41	9	2.00000000
-1.02390018	42	9	2.00000000
-0.79005176	43	10	2.00000000
-0.49620299	44	10	2.00000000
-0.54012805	45	10	2.00000000
-0.31148604	46	10	2.00000000
-0.25108538	47	10	2.00000000
-0.13753932	48	10	2.00000000
-0.08938697	49	10	2.00000000
-0.11251676	50	10	2.00000000
-0.11431661	51	10	2.00000000
-0.06219488	52	10	2.00000000
-0.03218210	53	10	2.00000000
-0.09478017	54	10	2.00000000
-0.10836995	55	9	2.00000000
-0.00923944	56	10	2.00000000
-0.02938666	57	10	2.00000000
-0.00696443	58	10	2.00000000
-0.04139369	59	10	2.00000000
-0.16996923	60	9	2.00000000
-0.33752736	61	9	2.00000000
-0.59176787	62	8	2.00000000
-1.03929507	63	8	2.00000000
-1.33745790	64	7	2.00000000
-1.74439318	65	7	2.00000000
-1.94327660	66	7	2.00000000
-1.78813305	67	8	2.00000000
-1.56058617	68	8	2.00000000
-0.98410977	69	8	2.00000000
-0.49386200	70	8	2.00000000
-0.01951067	71	8	2.00000000
0.41607938	72	9	2.00000000
0.78752443	73	9	2.00000000
0.74299615	74	9	2.00000000
0.65654229	75	9	2.00000000
-0.61069297	76	9	2.00000000
0.89265208	77	9	2.00000000
0.48870142	78	9	2.00000000
0.17199043	79	9	2.00000000
-0.38384826	80	9	2.00000000
-0.01617592	81	7	2.00000000
-0.03368047	82	4	2.00000000
-0.04119684	83	4	2.00000000
-0.06222069	84	4	2.00000000
1.48068604	85	3	2.00000000
1.64509019	86	1	2.00000000
1.87450108	87	0	2.00000000
