GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp		steer_angle		str_moving_avg_result		stanley_steering_angle		path_angle		dr_yaw_angle		psi		stanley_atan		s		triangle_area		distance_a		distance_b		distance_c		x_error
126.92731000		126.93398718		-242.68038148		-3		0.00000000		-0.21455365		0.00000000		126.93398818		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
126.84661000		126.84696154		-242.64226807		-2		0.00000000		-0.15673564		0.00000000		126.84696154		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
127.03606000		127.06169947		-242.56363769		1		0.00000000		0.10937913		0.00000000		127.06169947		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
126.45471000		126.45083902		-242.62583504		6		0.00000000		0.41557350		0.00000000		126.45083902		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
127.81327000		127.82325426		-242.92792100		21		0.00000000		1.26830369		0.00000000		127.82325426		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
124.73938000		124.62718122		-244.00447066		38		0.00000000		2.31582391		0.00000000		124.62718122		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
121.23656000		120.64572464		-247.56017214		107		0.00000000		6.42466332		0.00000000		120.64570508		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
113.60823000		112.58449691		-254.72674266		206		0.00000000		12.41864707		0.00000000		112.58444166		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
100.94057000		99.50705738		-266.56865289		299		0.00000000		17.98625070		0.00000000		99.50705738		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
84.61218000		82.81830232		-281.91532056		335		0.00000000		20.15150728		0.00000000		82.81830232		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
67.78667000		66.28052449		-296.28594221		278		0.00000000		16.70418849		0.00000000		66.28052449		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
53.10561000		52.24072886		-307.66484441		207		0.00000000		12.43686257		0.00000000		52.24072886		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
46.09654000		45.30711827		-315.94392016		162		0.00000000		9.75043272		0.00000000		45.30711827		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
38.37422000		37.84607893		-321.96510669		84		0.00000000		5.04374549		0.00000000		37.84607893		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
34.73443000		34.49570149		-325.37170185		38		0.00000000		2.33892833		0.00000000		34.49569049		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
33.54531000		33.48189131		-326.76085784		15		0.00000000		0.90297129		0.00000000		33.48189131		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
34.08712000		34.07817601		-327.16662651		1		0.00000000		0.06722455		0.00000000		34.07817634		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
35.21664000		35.24935368		-327.02645005		-10		0.00000000		-0.65028548		0.00000000		35.24935368		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
34.04687000		34.10768841		-326.19943049		-18		0.00000000		-1.13778247		0.00000000		34.10768841		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
34.62594000		34.73415808		-325.30610325		-24		0.00000000		-1.47788656		0.00000000		34.73416376		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
35.87808000		35.91407856		-324.62503128		-23		0.00000000		-1.39089562		0.00000000		35.91408272		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
38.65160000		38.70338551		-324.14497471		4		0.00000000		0.25210733		0.00000000		38.70338551		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
36.28279000		36.36994259		-323.74287041		-9		0.00000000		-0.55148292		0.00000000		36.36994259		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
38.54408000		38.58675187		-323.44071935		9		0.00000000		0.59452472		0.00000000		38.58675187		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
35.57835000		35.40009534		-324.31265298		37		0.00000000		2.23303770		0.00000000		35.40008905		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
35.73961000		35.52380850		-325.80087853		35		0.00000000		2.12549240		0.00000000		35.52380850		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
31.91575000		31.82828343		-327.16886929		37		0.00000000		2.23792274		0.00000000		31.82828343		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
32.46665000		32.38113651		-328.36688612		38		0.00000000		2.30038919		0.00000000		32.38113651		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
32.79931000		32.75706907		-329.00850877		39		0.00000000		2.36912473		0.00000000		32.75706907		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
31.38268000		31.38175880		-329.21854387		40		0.00000000		2.41620925		0.00000000		31.38175880		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
