GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp		steer_angle		str_moving_avg_result		stanley_steering_angle		path_angle		dr_yaw_angle		psi		stanley_atan		s		triangle_area		distance_a		distance_b		distance_c		x_error
358.55118000		357.97369220		-160.38372001		96		0.00000000		5.80074977		0.00000000		357.97369220		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
349.92257000		348.64259587		-169.78279933		426		0.00000000		25.56022990		0.00000000		348.64259587		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
331.28683000		329.15289887		-186.57529532		464		0.00000000		27.85718371		0.00000000		329.15289887		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
310.36169000		308.28602417		-205.93606400		413		0.00000000		24.80453187		0.00000000		308.28602417		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
292.58102000		290.99113510		-221.84311723		300		0.00000000		18.04183501		0.00000000		290.99113510		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
278.96367000		277.53876407		-233.53746989		185		0.00000000		11.13394672		0.00000000		277.53876407		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
270.07699000		269.63873102		-240.56670489		51		0.00000000		3.09142659		0.00000000		269.63873102		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.79137000		270.03015807		-239.85598762		0		0.00000000		0.02368698		0.00000000		270.03015807		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
270.95399000		270.89216552		-238.96735738		14		0.00000000		0.85604066		0.00000000		270.89216552		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
270.14992000		270.04147209		-240.03347013		14		0.00000000		0.87531111		0.00000000		270.04147209		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
270.39077000		270.34299569		-240.05650143		6		0.00000000		0.39474212		0.00000000		270.34299569		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.10518000		269.11121188		-240.88326046		2		0.00000000		0.16314526		0.00000000		269.11121245		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.27344000		269.28142519		-240.35755529		-2		0.00000000		-0.16476323		0.00000000		269.28142519		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
268.95252000		268.93024966		-240.96386331		0		0.00000000		0.03151139		0.00000000		268.93024966		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.31502000		269.37679980		-240.61335596		-2		0.00000000		-0.12682021		0.00000000		269.37679980		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.02019000		268.90900907		-241.05081487		0		0.00000000		0.03275239		0.00000000		268.90900907		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.09853000		269.18378693		-240.86480868		-2		0.00000000		-0.14183338		0.00000000		269.18379233		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.59640000		269.52602081		-240.55833687		0		0.00000000		0.01604268		0.00000000		269.52602081		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
268.25206000		268.30391956		-240.90669398		-1		0.00000000		-0.11265139		0.00000000		268.30391956		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.36436000		269.30154312		-240.74707692		-3		0.00000000		-0.22500843		0.00000000		269.30154055		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
268.66930000		268.73249599		-240.87532917		-3		0.00000000		-0.21314080		0.00000000		268.73249599		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.68165000		269.76446753		-240.52323258		-2		0.00000000		-0.13148390		0.00000000		269.76446753		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.94218000		270.01243530		-240.23146078		3		0.00000000		0.23183514		0.00000000		270.01243530		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.60434000		269.61057911		-240.21040117		5		0.00000000		0.33750400		0.00000000		269.61057911		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
270.28121000		270.24704488		-240.18304261		8		0.00000000		0.49263466		0.00000000		270.24704488		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.74208000		269.71642779		-240.35831577		12		0.00000000		0.74133102		0.00000000		269.71642677		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
269.70439000		269.68413226		-240.51093709		18		0.00000000		1.12195960		0.00000000		269.68413226		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
268.94714000		268.53573727		-241.40983913		45		0.00000000		2.70560301		0.00000000		268.53571592		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
261.68772000		260.13662432		-249.98204829		77		0.00000000		4.66622002		0.00000000		260.13662432		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
241.87870000		239.58535451		-266.94261811		30		0.00000000		1.82557180		0.00000000		239.58522300		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
230.95921000		230.55391935		-274.55788149		-81		0.00000000		-4.88847233		0.00000000		230.55391935		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
230.96876000		230.70664757		-276.66966988		-83		0.00000000		-5.03541254		0.00000000		230.70664757		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
224.70173000		224.22732117		-278.97507467		-33		0.00000000		-2.01889404		0.00000000		224.22732117		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
226.11631000		222.17053111		-280.70599997		-98		0.00000000		-5.91031819		0.00000000		222.17053111		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
221.17412000		220.83330894		-282.27753275		-149		0.00000000		-8.98721480		0.00000000		220.83328942		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
221.03958000		220.88797135		-284.24675259		-72		0.00000000		-4.34724940		0.00000000		220.88797135		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
219.68704000		219.56170305		-285.19180188		-19		0.00000000		-1.16387863		0.00000000		219.56170305		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
215.19681000		214.97004657		-286.03601110		0		0.00000000		0.05337060		0.00000000		214.97004657		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
211.51856000		210.88232424		-289.90742891		-2		0.00000000		-0.17109875		0.00000000		210.88232424		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
211.62587000		210.98910180		-294.26284764		-33		0.00000000		-1.99086823		0.00000000		210.98910180		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
206.96979000		206.47870826		-298.51434280		-7		0.00000000		-0.46042417		0.00000000		206.47869026		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
206.58642000		206.41709048		-300.37450530		23		0.00000000		1.40247907		0.00000000		206.41709048		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
202.30410000		201.35688309		-301.74999034		75		0.00000000		4.55997276		0.00000000		201.35688309		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
198.25067000		197.35938378		-305.16921382		139		0.00000000		8.39921170		0.00000000		197.35938378		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
192.47590000		191.72241427		-310.38422930		161		0.00000000		9.71983666		0.00000000		191.72237739		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
186.01428000		184.93292198		-316.48873368		165		0.00000000		9.94111027		0.00000000		184.93287186		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
179.85299000		179.43180945		-321.44932487		117		0.00000000		7.07342679		0.00000000		179.43180945		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
177.17668000		177.08717006		-322.63002389		56		0.00000000		3.37829412		0.00000000		177.08717006		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000		0.00000000
