0.00000000	0	0	2.00000000
-0.67034544	1	0	2.00000000
-0.67001039	2	0	2.00000000
-0.67560946	3	3	2.00000000
-0.43676071	4	6	2.00000000
-0.41871946	5	8	2.00000000
-0.31273489	6	8	2.00000000
-0.25015719	7	8	2.00000000
-0.22956286	8	8	2.00000000
-0.15164752	9	8	2.00000000
-0.13330570	10	8	2.00000000
-0.14135175	11	8	2.00000000
-0.08529880	12	8	2.00000000
-0.07787205	13	8	2.00000000
-0.03168394	14	8	2.00000000
-0.08039298	15	8	2.00000000
-0.06037121	16	8	2.00000000
-0.04717549	17	8	2.00000000
-0.06608600	18	8	2.00000000
-0.03280202	19	8	2.00000000
-0.06788476	20	8	2.00000000
-0.02772055	21	8	2.00000000
-0.03997649	22	8	2.00000000
-0.04967549	23	8	2.00000000
-0.03298227	24	8	2.00000000
-0.06927827	25	8	2.00000000
-0.20344825	26	8	2.00000000
-0.47880940	27	8	2.00000000
-0.82576775	28	7	2.00000000
-1.22583482	29	8	2.00000000
-1.58701517	30	7	2.00000000
-1.77064028	31	8	2.00000000
-1.89995102	32	8	2.00000000
-1.12429671	33	8	2.00000000
-0.04923319	34	8	2.00000000
0.65211402	35	8	2.00000000
0.40007585	36	8	2.00000000
0.21422619	37	7	2.00000000
-0.15699418	38	7	2.00000000
-0.08698939	39	4	2.00000000
-2.40296505	40	2	2.00000000
-2.60565555	41	0	2.00000000
-2.77838937	42	0	2.00000000
