GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp	steer_angle	str_moving_avg_result	stanley_steering_angle	path_angle		dr_yaw_angle		psi			atan_tmp		s			triangle_area		distance_a		distance_b		distance_c		x_error
103.51670000		99.52486707		12.45215446		286		17.21993056		11.49494858		88.03254875		99.52486707		-11.49494858		0.54533846		0.61326229		0.04923832		0.51492994		0.51730496		0.194289690.19036478
103.51670000		99.51593685		12.44322423		286		0.92917167		11.48714819		88.03254875		99.51593685		-11.48714819		0.54465447		0.61353119		0.04917656		0.51593345		0.51730496		0.193823970.19012600
103.51670000		99.50472887		12.43201626		286		16.16854268		11.47913087		88.03254875		99.50472887		-11.47913087		0.54395193		0.61381141		0.04911312		0.51696583		0.51730496		0.193352030.18988074
103.51670000		99.49505287		12.42234026		286		17.21274204		11.46319790		88.03254875		99.49505287		-11.46319790		0.54255793		0.61437875		0.04898725		0.51901706		0.51730496		0.192435480.18939410
103.51670000		99.48570509		12.41299248		286		17.21093002		11.45506424		88.03254875		99.48570509		-11.45506424		0.54185433		0.61467269		0.04892372		0.52005824		0.51730496		0.191982190.18914848
103.51670000		99.47648512		12.40377250		286		17.20911198		11.44733224		88.03254875		99.47648512		-11.44733224		0.54118610		0.61495492		0.04886338		0.52104652		0.51730496		0.191558350.18891520
103.51670000		99.46714647		12.39443385		286		4.38249461		11.43939941		88.03254875		99.46714647		-11.43939941		0.54049879		0.61524832		0.04880132		0.52206248		0.51730496		0.191129200.18867526
103.51670000		99.44877954		12.37606693		286		17.20362246		11.43117446		88.03254875		99.44877954		-11.43117446		0.53978947		0.61555720		0.04873728		0.52311699		0.51730496		0.190692450.18842764
103.51670000		99.43887491		12.36616230		286		7.93950216		11.41146561		88.03254875		99.43887491		-11.41146561		0.53808774		0.61631405		0.04858362		0.52564868		0.51730496		0.189674460.18783358
103.51670000		99.42248892		12.34977630		286		17.19992138		11.40366971		88.03254875		99.42248892		-11.40366971		0.53741573		0.61661998		0.04852294		0.52665115		0.51730496		0.189283850.18759898
103.51670000		99.41324912		12.34053650		286		6.65844284		11.38562229		88.03254875		99.41324912		-11.38562229		0.53586256		0.61734252		0.04838270		0.52897392		0.51730496		0.188406170.18705677
103.51670000		99.40425015		12.33153753		286		12.14047561		11.37770379		88.03254875		99.40425015		-11.37770379		0.53518420		0.61766493		0.04832144		0.52999095		0.51730496		0.188033960.18681996
103.51670000		99.39224535		12.31953273		286		17.19431055		11.36166656		88.03254875		99.39224535		-11.36166656		0.53382497		0.61832362		0.04819871		0.53203347		0.51730496		0.187308820.18634546
103.51670000		99.38297816		12.31026554		286		17.19242837		11.35349072		88.03254875		99.38297816		-11.35349072		0.53313236		0.61866582		0.04813617		0.53307666		0.51730496		0.186950030.18610367
103.51670000		99.37330403		12.30059141		286		4.04680783		11.34531488		88.03254875		99.37330403		-11.34531488		0.53243945		0.61901263		0.04807361		0.53412191		0.51730496		0.186598400.18586178
103.51670000		99.36400910		12.29129648		286		8.87401927		11.33731476		88.03254875		99.36400910		-11.33731476		0.53176269		0.61935571		0.04801250		0.53514438		0.51730496		0.186262080.18562552
103.51670000		99.35495463		12.28224201		286		14.26970990		11.32893545		88.03254875		99.35495463		-11.32893545		0.53105435		0.61971941		0.04794854		0.53621621		0.51730496		0.185917660.18537824
103.51670000		99.34477182		12.27205920		286		17.18292765		11.31317568		88.03254875		99.34477182		-11.31317568		0.52972350		0.62041564		0.04782837		0.53823454		0.51730496		0.185291780.18491365
103.51670000		99.33596707		12.26325445		286		17.18100924		11.30524031		88.03254875		99.33596707		-11.30524031		0.52905409		0.62077225		0.04776793		0.53925202		0.51730496		0.184987530.18467996
103.51670000		99.32657434		12.25386173		286		17.17908487		11.29660083		88.03254875		99.32657434		-11.29660083		0.52832590		0.62116509		0.04770218		0.54036053		0.51730496		0.184664690.18442575
103.51670000		99.31333159		12.24061897		286		17.17715361		11.28098021		88.03254875		99.31333159		-11.28098021		0.52703151		0.62187611		0.04758530		0.54233537		0.51730496		0.184111890.18397389
103.51670000		99.30410207		12.23138946		286		17.17521182		11.28098021		88.03254875		99.30410207		-11.28098021		0.52703151		0.62187611		0.04758530		0.54233537		0.51730496		0.184111890.18397389
103.51670000		99.29493835		12.22222574		286		17.17521182		11.26268096		88.03254875		99.29493835		-11.26268096		0.52551741		0.62272874		0.04744859		0.54465262		0.51730496		0.183499900.18344532
103.51670000		99.28561485		12.21290223		286		17.17325896		11.25452290		88.03254875		99.28561485		-11.25452290		0.52484318		0.62311573		0.04738771		0.54568697		0.51730496		0.183239540.18320995
103.51670000		99.27618796		12.20347535		286		17.16875848		11.24643062		88.03254875		99.27619736		-11.24643062		0.52417486		0.62350382		0.04732736		0.54671376		0.51730496		0.182988930.18297665
103.51670000		99.26674228		12.19402967		286		1.77429720		11.23834775		88.03254875		99.26674228		-11.23834775		0.52350780		0.62389566		0.04726713		0.54774012		0.51730496		0.182746240.18274378
103.51670000		99.25721201		12.18449939		285		6.51949512		11.22987013		88.03254875		99.25721201		-11.22987013		0.52280867		0.62431116		0.04720400		0.54881744		0.51730496		0.182499930.18249971
103.51670000		99.24799189		12.17527928		285		12.24208567		11.22158049		88.03254875		99.24799189		-11.22158049		0.52212554		0.62472195		0.04714232		0.54987168		0.51730496		0.182267260.18226124
103.51670000		99.23566579		12.16295318		285		17.14616565		11.20551376		88.03254875		99.23566579		-11.20551376		0.52081033		0.62552570		0.04702357		0.55190470		0.51730496		0.181841740.18180211
103.51670000		99.22619349		12.15348088		285		17.14162902		11.19729234		88.03254875		99.22619349		-11.19729234		0.52014482		0.62594003		0.04696347		0.55293729		0.51730496		0.181637810.18156978
103.51670000		99.21625331		12.14354069		285		7.13571206		11.18892769		88.03254875		99.21625331		-11.18892769		0.51946841		0.62636476		0.04690240		0.55398622		0.51730496		0.181438350.18133365
103.51670000		99.20655184		12.13383922		285		10.23687197		11.06275325		88.15051132		99.20655184		-11.06275325		0.51884676		0.65212651		0.04983303		0.18125044		0.55028667		0.572715920.18111663
103.51670000		99.19573317		12.12302056		285		17.12330015		11.05317591		88.15051132		99.19573317		-11.05317591		0.51808138		0.65133115		0.04975952		0.18104120		0.55028667		0.571334420.18084944
103.51670000		99.18559246		12.11287985		285		17.11867226		11.03556813		88.15051132		99.18559246		-11.03556813		0.51667670		0.64988377		0.04962460		0.18068471		0.55028667		0.568796170.18035908
103.51670000		99.17337969		12.10066707		285		17.11403628		11.03556813		88.15051132		99.17337969		-11.03556813		0.51667670		0.64988377		0.04962460		0.18068471		0.55028667		0.568796170.18035908
103.51670000		99.16130060		12.08858798		285		11.69995847		11.01709141		88.15051132		99.16130060		-11.01709141		0.51520353		0.64838313		0.04948310		0.18034943		0.55028667		0.566130150.17984480
103.51670000		99.15175161		12.07903899		285		14.74129965		11.00816339		88.15051132		99.15175161		-11.00816339		0.51449292		0.64766567		0.04941484		0.18020197		0.55028667		0.564842700.17959673
103.51670000		99.14179224		12.06907962		285		17.10007586		10.99134867		88.15051132		99.14179224		-10.99134867		0.51317104		0.64634240		0.04928788		0.17995248		0.55028667		0.562445640.17913527
103.51670000		99.13063271		12.05792009		284		17.09540873		10.98287982		88.15051132		99.13063271		-10.98287982		0.51250780		0.64568366		0.04922417		0.17983963		0.55028667		0.561241020.17890374
103.51670000		99.12102177		12.04830915		284		0.24464126		10.97463357		88.15051132		99.12102177		-10.97463357		0.51186224		0.64504624		0.04916217		0.17973767		0.55028667		0.560068130.17867838
103.51670000		99.10719092		12.03447830		284		17.08137044		10.95765715		88.15051132		99.10719092		-10.95765715		0.51053475		0.64374653		0.04903466		0.17955267		0.55028667		0.557653730.17821496
103.51670000		99.09762837		12.02491576		284		17.07667867		10.94902376		88.15051132		99.09762837		-10.94902376		0.50986043		0.64309207		0.04896989		0.17947148		0.55028667		0.556425990.17797956
103.51670000		99.08798840		12.01527578		284		17.07198060		10.94049683		88.15051132		99.08798840		-10.94049683		0.50919515		0.64245002		0.04890599		0.17939990		0.55028667		0.555213460.17774732
103.51670000		99.07852264		12.00581002		284		17.06727566		10.93165051		88.15051132		99.07852264		-10.93165051		0.50850582		0.64178909		0.04883978		0.17933455		0.55028667		0.553956970.17750667
103.51670000		99.06330981		11.99059720		284		17.05784659		10.91494441		88.15051132		99.06330981		-10.91494441		0.50720532		0.64055302		0.04871486		0.17923617		0.55028667		0.551583210.17705268
103.51670000		99.04979742		11.97708480		284		17.05312263		10.90042275		88.15051132		99.04979742		-10.90042275		0.50608959		0.63950424		0.04860770		0.17917775		0.55028667		0.549544060.17666318
101.52483000		101.51704984		11.95932958		284		17.04364961		10.89205467		88.15051132		101.51704984		-10.89205467		0.50544804		0.63890608		0.04854608		0.17915508		0.55028667		0.548370420.17643922
101.52483000		101.50594792		11.94822766		284		17.04364961		13.35809205		88.15051132		101.50594792		-13.35809205		0.46834021		0.60219641		0.04498187		0.22228435		0.55028667		0.431821800.16348521
101.52483000		101.49389554		11.93617527		284		9.89197466		13.34925363		88.15051132		101.49389554		-13.34925363		0.46751136		0.60188544		0.04490226		0.22290009		0.55028667		0.430584120.16319587
101.52483000		101.48395966		11.92623940		283		16.15068586		13.34099334		88.15051132		101.48395966		-13.34099334		0.46673721		0.60159735		0.04482790		0.22348052		0.55028667		0.429427510.16292562
101.52483000		101.47416097		11.91644071		283		17.02957372		13.32418858		88.15051132		101.47416097		-13.32418858		0.46516373		0.60101875		0.04467677		0.22467600		0.55028667		0.427074820.16237634
101.52483000		101.46103073		11.90331047		283		5.72691113		13.31540896		88.15051132		101.46103073		-13.31540896		0.46434336		0.60072074		0.04459797		0.22530761		0.55028667		0.425847200.16208995
101.52483000		101.45170811		11.89398785		283		9.41641381		13.30724559		88.15051132		101.45170811		-13.30724559		0.46358212		0.60044644		0.04452485		0.22589873		0.55028667		0.424707480.16182422
101.52483000		101.44205788		11.88433762		283		14.99568602		13.29877926		88.15051132		101.44205788		-13.29877926		0.46280305		0.60016792		0.04445002		0.22650873		0.55028667		0.423540430.16155225
101.52483000		101.43195001		11.87422975		283		17.01183527		13.28168741		88.15051132		101.43195001		-13.28168741		0.46123173		0.59961288		0.04429910		0.22775436		0.55028667		0.421184740.16100372
101.52483000		101.40254168		11.84482142		283		17.00469578		13.25371169		88.15051132		101.40254168		-13.25371169		0.45866411		0.59872500		0.04405248		0.22983337		0.55028667		0.417329960.16010739
101.52483000		101.39257310		11.83485283		283		17.00111118		13.25371169		88.15051132		101.39257310		-13.25371169		0.45866411		0.59872500		0.04405248		0.22983337		0.55028667		0.417329960.16010739
101.52483000		101.38250502		11.82478476		283		17.00111118		13.23366508		88.15051132		101.38250502		-13.23366508		0.45682840		0.59810448		0.04387616		0.23135242		0.55028667		0.414569880.15946657
101.52483000		101.37298413		11.81526386		283		16.99751458		13.22497988		88.15051132		101.37298413		-13.22497988		0.45603131		0.59783905		0.04379960		0.23201775		0.55028667		0.413373680.15918832
101.52483000		101.36260087		11.80488061		283		0.40019490		13.21620379		88.15051132		101.36260087		-13.21620379		0.45523826		0.59757643		0.04372343		0.23268994		0.55028667		0.412176240.15891147
101.52483000		101.35267414		11.79495388		283		4.44839989		13.20740923		88.15051132		101.35267414		-13.20740923		0.45444715		0.59731694		0.04364745		0.23336281		0.55028667		0.410984410.15863531
101.52483000		101.34285860		11.78513834		283		9.38033046		13.19823054		88.15051132		101.34285860		-13.19823054		0.45362204		0.59704857		0.04356820		0.23406982		0.55028667		0.409740650.15834727
101.52483000		101.33299252		11.77527226		283		15.03318194		13.18974935		88.15051132		101.33299252		-13.18974935		0.45286081		0.59680303		0.04349508		0.23472659		0.55028667		0.408592810.15808153
101.52483000		101.32005340		11.76233313		282		16.97579626		13.17252414		88.15051132		101.32005340		-13.17252414		0.45131509		0.59631034		0.04334662		0.23607458		0.55028667		0.406259440.15754194
101.52483000		101.30976275		11.75204249		282		0.97117447		13.16364871		88.15051132		101.30976275		-13.16364871		0.45051839		0.59605950		0.04327009		0.23677640		0.55028667		0.405055930.15726383
101.52483000		101.29960352		11.74188325		282		6.53451561		13.15475306		88.15051132		101.29960352		-13.15475306		0.44972132		0.59581062		0.04319354		0.23748339		0.55028667		0.403851180.15698558
101.52483000		101.29001037		11.73229011		282		11.15980941		13.14586752		88.15051132		101.29001037		-13.14586752		0.44892568		0.59556426		0.04311711		0.23819390		0.55028667		0.402647940.15670783
101.52483000		101.27525230		11.71753204		282		16.95751632		13.12853670		88.15051132		101.27525230		-13.12853670		0.44737756		0.59509074		0.04296842		0.23958998		0.55028667		0.400304830.15616740
101.52483000		101.25796641		11.70024615		282		0.19500707		13.11144572		88.15051132		101.25796641		-13.11144572		0.44587297		0.59463787		0.04282390		0.24096387		0.55028667		0.398025200.15564217
101.52483000		101.24786160		11.69014134		282		16.95015588		13.11144572		88.15051132		101.24786160		-13.11144572		0.44587297		0.59463787		0.04282390		0.24096387		0.55028667		0.398025200.15564217
101.52483000		101.23757213		11.67985187		282		3.01180050		13.09182085		88.15051132		101.23757213		-13.09182085		0.44414859		0.59412758		0.04265828		0.24255891		0.55028667		0.395409590.15504021
101.52483000		101.22720060		11.66948034		282		8.49355676		13.08276242		88.15051132		101.22720060		-13.08276242		0.44335309		0.59389529		0.04258187		0.24330203		0.55028667		0.394201880.15476251
101.52483000		101.21721889		11.65949863		282		13.01228238		13.07374503		88.15051132		101.21721889		-13.07374503		0.44256174		0.59366614		0.04250586		0.24404581		0.55028667		0.392999790.15448626
101.52483000		101.20722693		11.64950667		282		16.36484270		13.06493282		88.15051132		101.20722693		-13.06493282		0.44178547		0.59344351		0.04243130		0.24477652		0.55028667		0.391823830.15421527
101.52483000		101.19636298		11.63864271		282		16.93160137		13.04732891		88.15051132		101.19636298		-13.04732891		0.44024657		0.59300666		0.04228350		0.24624747		0.55028667		0.389479180.15367806
101.52483000		101.18624669		11.62852642		282		16.92787108		13.03838333		88.15051132		101.18624669		-13.03838333		0.43946335		0.59278722		0.04220827		0.24700062		0.55028667		0.388287160.15340465
101.52483000		101.17585839		11.61813813		282		16.92413356		13.02944416		88.15051132		101.17585839		-13.02944416		0.43869013		0.59257234		0.04213400		0.24774885		0.55028667		0.387109150.15313473
101.52483000		101.16389990		11.60617964		282		12.61398694		13.02028291		88.15051132		101.16389990		-13.02028291		0.43790016		0.59235463		0.04205812		0.24851735		0.55028667		0.385905240.15285896
101.52483000		101.15404194		11.59632168		281		16.04984755		13.01154801		88.15051132		101.15404194		-13.01154801		0.43714655		0.59214865		0.04198574		0.24925450		0.55028667		0.384756130.15259589
101.52483000		101.14409040		11.58637013		281		16.90911298		12.99392223		88.15051132		101.14409040		-12.99392223		0.43563011		0.59173915		0.04184009		0.25074967		0.55028667		0.382441970.15206652
101.52483000		101.12808681		11.57036655		281		13.71451195		12.98490657		88.15051132		101.12808681		-12.98490657		0.43485477		0.59153233		0.04176562		0.25152019		0.55028667		0.381257800.15179586
101.52483000		101.11459971		11.55687945		281		15.08963069		12.97198100		88.15051132		101.11459971		-12.97198100		0.43374320		0.59123880		0.04165885		0.25263194		0.55028667		0.379559000.15140783
101.52483000		101.10421142		11.54649116		281		16.89398456		12.95396007		88.15051132		101.10421142		-12.95396007		0.43219651		0.59083616		0.04151030		0.25419267		0.55028667		0.377192970.15086790
101.52483000		101.08181743		11.52409717		281		1.77893739		12.93566913		88.15051132		101.08181743		-12.93566913		0.43063144		0.59043549		0.04135997		0.25578809		0.55028667		0.374796220.15032156
101.52483000		101.07114174		11.51342148		281		7.13651169		12.92655316		88.15051132		101.07114174		-12.92655316		0.42986130		0.59024079		0.04128600		0.25657907		0.55028667		0.373615840.15005271
101.52483000		101.06083490		11.50311464		281		12.63418563		12.91740558		88.15051132		101.06083490		-12.91740558		0.42908902		0.59004718		0.04121183		0.25737614		0.55028667		0.372431540.14978312
101.52483000		101.04918965		11.49146938		281		16.87108662		12.89933173		88.15051132		101.04918965		-12.89933173		0.42756384		0.58966952		0.04106534		0.25896163		0.55028667		0.370090740.14925070
101.52483000		101.03116849		11.47344823		281		16.86339897		12.88092064		88.15051132		101.03116849		-12.88092064		0.42601326		0.58929192		0.04091641		0.26058882		0.55028667		0.367708360.14870942
101.52483000		101.01483352		11.45711326		280		12.52059989		12.87169928		88.15051132		101.01483352		-12.87169928		0.42523746		0.58910537		0.04084189		0.26140868		0.55028667		0.366515400.14843860
101.52483000		101.00445291		11.44673265		280		16.77434033		12.86236200		88.15051132		101.00445291		-12.86236200		0.42445334		0.58891842		0.04076658		0.26224118		0.55028667		0.365308990.14816488
101.52483000		100.99434288		11.43662262		280		16.84794379		12.84417392		88.15051132		100.99434288		-12.84417392		0.42292748		0.58855916		0.04062002		0.26387223		0.55028667		0.362959420.14763222
101.52483000		100.96879441		11.41107415		280		16.84017660		12.81844357		88.15051132		100.96879441		-12.81844357		0.42080246		0.58806872		0.04041592		0.26616778		0.55028667		0.359683000.14689041
101.52483000		100.95519637		11.39747611		280		16.83627988		12.81844357		88.15051132		100.95519637		-12.81844357		0.42080246		0.58806872		0.04041592		0.26616778		0.55028667		0.359683000.14689041
101.52483000		100.94448699		11.38676672		280		16.83627988		12.79783789		88.15051132		100.94448699		-12.79783789		0.41910457		0.58768500		0.04025284		0.26802178		0.55028667		0.357061560.14629770
101.52483000		100.93390598		11.37618572		280		4.69153026		12.78864772		88.15051132		100.93390598		-12.78864772		0.41834691		0.58751607		0.04018006		0.26885474		0.55028667		0.355890730.14603321
101.52483000		100.92299332		11.36527305		280		10.48143801		12.77942545		88.15051132		100.92299332		-12.77942545		0.41758801		0.58734828		0.04010717		0.26969251		0.55028667		0.354717380.14576829
101.52483000		100.91209135		11.35437109		280		15.57229564		12.76992501		88.15051132		100.91209135		-12.76992501		0.41680767		0.58717721		0.04003222		0.27055753		0.55028667		0.353510210.14549589
101.52483000		100.90142476		11.34370450		280		16.81666525		12.75102043		88.15051132		100.90142476		-12.75102043		0.41525485		0.58684115		0.03988308		0.27228961		0.55028667		0.351106020.14495382
101.52483000		100.89040546		11.33268519		280		16.81272182		12.74172418		88.15051132		100.89040546		-12.74172418		0.41449728		0.58667930		0.03981031		0.27313979		0.55028667		0.349932140.14468937
101.52483000		100.87946848		11.32174822		280		16.80877181		12.73222742		88.15051132		100.87946848		-12.73222742		0.41372798		0.58651632		0.03973642		0.27400656		0.55028667		0.348739420.14442082
101.52483000		100.86869393		11.31097367		280		1.80806467		12.72290392		88.15051132		100.86869393		-12.72290392		0.41297326		0.58635780		0.03966394		0.27486025		0.55028667		0.347568670.14415735
101.52483000		100.85808182		11.30036155		280		6.25634298		12.71348296		88.15051132		100.85808182		-12.71348296		0.41221207		0.58619926		0.03959083		0.27572459		0.55028667		0.346387260.14389164
101.52483000		100.84751301		11.28979275		279		12.00054102		12.70401869		88.15051132		100.84751301		-12.70401869		0.41144707		0.58604129		0.03951735		0.27659663		0.55028667		0.345199270.14362459
101.52483000		100.83664101		11.27893158		279		16.78892212		12.69492259		88.15051132		100.83665184		-12.69492259		0.41071236		0.58589084		0.03944678		0.27743730		0.55028667		0.344057710.14336811
101.52483000		100.82536834		11.26764808		279		16.78493235		12.67616730		88.15051132		100.82536834		-12.67616730		0.40919908		0.58558486		0.03930143		0.27917848		0.55028667		0.341704560.14283985
101.52483000		100.81468043		11.25696016		279		16.78093599		12.67616730		88.15051132		100.81468043		-12.67616730		0.40919908		0.58558486		0.03930143		0.27917848		0.55028667		0.341704560.14283985
101.52483000		100.80385174		11.24613147		279		16.78093599		12.67616730		88.15051132		100.80385174		-12.67616730		0.40919908		0.58558486		0.03930143		0.27917848		0.55028667		0.341704560.14283985
101.52483000		100.79290801		11.23518775		279		16.78093599		12.67616730		88.15051132		100.79290801		-12.67616730		0.40919908		0.58558486		0.03930143		0.27917848		0.55028667		0.341704560.14283985
101.52483000		100.76442637		11.20670611		279		16.77288978		12.62342720		88.15051132		100.76442637		-12.62342720		0.40497937		0.58475885		0.03889614		0.28410146		0.55028667		0.335129570.14136682
101.52483000		100.75327043		11.19555017		279		16.76885638		12.60431524		88.15051132		100.75327043		-12.60431524		0.40346495		0.58447198		0.03875068		0.28589225		0.55028667		0.332765040.14083816
101.52483000		100.73528722		11.17756696		279		16.76076898		12.59509898		88.15051132		100.73528722		-12.59509898		0.40273418		0.58433532		0.03868049		0.28676084		0.55028667		0.331623140.14058306
101.52483000		100.72469016		11.16696990		279		16.75671451		12.57508842		88.15051132		100.72469016		-12.57508842		0.40115120		0.58404324		0.03852845		0.28865224		0.55028667		0.329147580.14003047
101.52483000		100.71318354		11.15546328		279		16.75265330		12.56565298		88.15051132		100.71318354		-12.56565298		0.40040565		0.58390753		0.03845684		0.28954770		0.55028667		0.327980690.13977021
101.52483000		100.70206047		11.14434021		279		16.74858542		12.55569154		88.15051132		100.70206047		-12.55569154		0.39961999		0.58376578		0.03838138		0.29049452		0.55028667		0.326750370.13949595
101.52483000		100.68749986		11.12977960		279		13.88488803		12.54512764		88.15051132		100.68749986		-12.54512764		0.39878915		0.58361729		0.03830158		0.29149936		0.55028667		0.325448540.13920592
101.52483000		100.65473279		11.09701252		278		16.73223975		12.51919120		88.15051132		100.65473279		-12.51919120		0.39676983		0.58326237		0.03810763		0.29395672		0.55028667		0.322281360.13850101
101.52483000		100.64338906		11.08566879		278		0.75140943		12.49791200		88.15051132		100.64338906		-12.49791200		0.39511705		0.58297812		0.03794888		0.29598386		0.55028667		0.319685710.13792405
101.52483000		100.62901811		11.07129785		278		15.20694856		12.48664589		88.15051132		100.62901811		-12.48664589		0.39424351		0.58283013		0.03786498		0.29706094		0.55028667		0.318312650.13761912
101.52483000		100.61820664		11.06048638		278		16.71987670		12.47728704		88.15051132		100.61820664		-12.47728704		0.39351688		0.58270820		0.03779519		0.29795988		0.55028667		0.317169850.13736546
101.52483000		100.60707360		11.04935333		278		16.71574174		12.45763788		88.15051132		100.60708468		-12.45763788		0.39199398		0.58245609		0.03764892		0.29985263		0.55028667		0.314772880.13683384
101.52483000		100.59599166		11.03827140		278		16.71160002		12.44752970		88.15051132		100.59599166		-12.44752970		0.39121326		0.58232863		0.03757393		0.30082750		0.55028667		0.313543100.13656131
101.52483000		100.58518493		11.02746466		278		16.70745128		12.43774205		88.15051132		100.58518493		-12.43774205		0.39046316		0.58220731		0.03750189		0.30176703		0.55028667		0.312360920.13629946
101.52483000		100.57426620		11.01654594		278		16.70329572		12.42806638		88.15051132		100.57426620		-12.42806638		0.38972306		0.58208869		0.03743080		0.30269681		0.55028667		0.311193900.13604111
101.52483000		100.56237319		11.00465293		278		4.75889147		12.41788677		88.15051132		100.56237319		-12.41788677		0.38894503		0.58196514		0.03735608		0.30367719		0.55028667		0.309966430.13576951
101.52483000		100.55101772		10.99329746		278		9.25851964		12.40777435		88.15051132		100.55102892		-12.40777435		0.38817275		0.58184368		0.03728190		0.30465330		0.55028667		0.308747380.13549992
101.52483000		100.53961746		10.98189719		278		13.29503383		12.39760594		88.15051132		100.53961746		-12.39760594		0.38739682		0.58172280		0.03720737		0.30563700		0.55028667		0.307521920.13522906
101.52483000		100.51344612		10.95572586		278		16.68240720		12.36546570		88.15051132		100.51344612		-12.36546570		0.38495009		0.58134921		0.03697237		0.30875826		0.55028667		0.303653480.13437495
101.52483000		100.50182188		10.94410162		277		16.67820276		12.36546570		88.15051132		100.50182188		-12.36546570		0.38495009		0.58134921		0.03697237		0.30875826		0.55028667		0.303653480.13437495
101.52483000		100.49047930		10.93275904		277		16.67820276		12.36546570		88.15051132		100.49047930		-12.36546570		0.38495009		0.58134921		0.03697237		0.30875826		0.55028667		0.303653480.13437495
101.52483000		100.47898967		10.92126941		277		16.67820276		12.32906640		88.15051132		100.47898967		-12.32906640		0.38219078		0.58094149		0.03670735		0.31230741		0.55028667		0.299288900.13341173
101.52483000		100.46783930		10.91011904		277		16.67397821		12.31764463		88.15051132		100.46783930		-12.31764463		0.38133671		0.58081822		0.03662532		0.31342090		0.55028667		0.297928870.13311359
101.52483000		100.45706212		10.89934186		277		16.66974605		12.30796439		88.15051132		100.45706212		-12.30796439		0.38061009		0.58071439		0.03655553		0.31436563		0.55028667		0.296776480.13285994
101.52483000		100.44579867		10.88807840		277		16.66550691		12.29819368		88.15051132		100.44579867		-12.29819368		0.37987794		0.58061077		0.03648521		0.31532099		0.55028667		0.295613870.13260436
101.52483000		100.43402632		10.87630606		277		1.66371672		12.28838905		88.15051132		100.43402632		-12.28838905		0.37914264		0.58050769		0.03641458		0.31628258		0.55028667		0.294446130.13234768
101.52483000		100.42270632		10.86498606		277		6.82619876		12.27853918		88.15051132		100.42270632		-12.27853918		0.37840537		0.58040533		0.03634377		0.31724928		0.55028667		0.293274710.13209031
101.52483000		100.41152203		10.85380176		277		10.95819614		12.26825958		88.15051132		100.41152203		-12.26825958		0.37763740		0.58029977		0.03627001		0.31825896		0.55028667		0.292053910.13182223
101.52483000		100.39726177		10.83954151		277		16.64420458		12.24854853		88.15051132		100.39726177		-12.24854853		0.37616414		0.58010028		0.03612850		0.32020363		0.55028667		0.289710260.13130794
101.52483000		100.37706105		10.81934078		277		16.63563522		12.22883746		88.15051132		100.37706105		-12.22883746		0.37470670		0.57990680		0.03598852		0.32213732		0.55028667		0.287389600.13079917
101.52483000		100.36332318		10.80560292		277		16.63563522		12.22883746		88.15051132		100.36332318		-12.22883746		0.37470670		0.57990680		0.03598852		0.32213732		0.55028667		0.287389600.13079917
101.52483000		100.35186161		10.79414135		277		3.51777393		12.20668072		88.15051132		100.35186161		-12.20668072		0.37307658		0.57969492		0.03583195		0.32431176		0.55028667		0.284791420.13023013
101.52483000		100.32054248		10.76282222		277		8.47893872		12.19706078		88.15051132		100.32054248		-12.19706078		0.37236852		0.57960438		0.03576395		0.32526005		0.55028667		0.283662040.12998296
101.52483000		100.30877207		10.75105180		277		16.62271584		12.16234436		88.15051132		100.30877207		-12.16234436		0.36982171		0.57928607		0.03551933		0.32868981		0.55028667		0.279595670.12909392
101.52483000		100.29744776		10.73972750		276		4.31940646		12.15261003		88.15051132		100.29744776		-12.15261003		0.36910865		0.57919901		0.03545084		0.32965534		0.55028667		0.278456010.12884500
101.52483000		100.28590768		10.72818742		276		8.67412787		12.14221227		88.15051132		100.28590768		-12.14221227		0.36834761		0.57910708		0.03537775		0.33068836		0.55028667		0.277239130.12857934
101.52483000		100.27444311		10.71672285		276		13.79435771		12.13234223		88.15051132		100.27444311		-12.13234223		0.36763069		0.57902141		0.03530889		0.33166386		0.55028667		0.276092290.12832908
101.52483000		100.26308265		10.70536239		276		16.60096887		12.12221962		88.15051132		100.26308265		-12.12221962		0.36690014		0.57893504		0.03523872		0.33266027		0.55028667		0.274923150.12807406
101.52483000		100.25115534		10.69343507		276		16.59659853		12.10205540		88.15051132		100.25115534		-12.10205540		0.36544419		0.57876570		0.03509888		0.33465319		0.55028667		0.272591540.12756581
101.52483000		100.23962135		10.68190109		276		16.59222112		12.09211789		88.15051132		100.23962135		-12.09211789		0.36472794		0.57868375		0.03503009		0.33563705		0.55028667		0.271443790.12731579
101.52483000		100.22439696		10.66667669		276		13.88416159		12.08230764		88.15051132		100.22439696		-12.08230764		0.36402156		0.57860379		0.03496224		0.33660850		0.55028667		0.270312400.12706920
101.52483000		100.18286536		10.62514510		276		16.57022807		12.04750902		88.15051132		100.18286536		-12.04750902		0.36152073		0.57832776		0.03472205		0.34007029		0.55028667		0.266298550.12619621
101.52483000		100.17107536		10.61335509		276		0.78373401		12.02529746		88.15051132		100.17107536		-12.02529746		0.35993020		0.57815782		0.03456928		0.34228550		0.55028667		0.263743480.12564099
101.52483000		100.15947496		10.60175470		276		6.65376798		12.01530597		88.15051132		100.15947496		-12.01530597		0.35922009		0.57808337		0.03450108		0.34327805		0.55028667		0.262602010.12539311
