0.00000000	0	0	2.00000000
0.51719709	1	0	2.00000000
0.39996655	2	0	2.00000000
0.85524643	3	1	2.00000000
0.74467186	4	2	2.00000000
-1.05711828	5	4	2.00000000
-1.04023248	6	5	2.00000000
-0.30295661	7	3	2.00000000
-0.22589649	8	3	2.00000000
-0.24183349	9	4	2.00000000
-0.00038392	10	6	2.00000000
-0.17281988	11	7	2.00000000
-0.20035673	12	9	2.00000000
-0.14772155	13	13	1.14714286
-0.16806017	14	17	0.67333333
-0.14473270	15	18	0.58605263
-0.06918122	16	19	0.50750000
-0.25258652	17	19	0.50750000
-0.13512573	18	19	0.50750000
-0.21532095	19	20	0.43642857
-0.20632859	20	20	0.43642857
-0.14796424	21	19	0.50750000
-0.27992486	22	20	0.43642857
-0.16756809	23	20	0.43642857
-0.27320118	24	20	0.43642857
-0.27835012	25	20	0.43642857
-0.22068015	26	20	0.43642857
-0.30772359	27	20	0.43642857
-0.17711308	28	20	0.43642857
-0.32563876	29	20	0.43642857
-0.31739183	30	8	2.00000000
-0.30131588	31	1	2.00000000
-0.20122322	32	0	2.00000000
