36.72794860		127.44351300		104.42988000	0	0	0	0
36.72794670		127.44352500		100.42042000	0	0	0	0
36.72794510		127.44353720		98.96181000	0	0	0	0
36.72794400		127.44354930		95.65003000	0	0	0	0
36.72794310		127.44356080		94.95875000	0	0	0	0
36.72794250		127.44357200		93.46751000	0	0	0	0
36.72794200		127.44358330		92.32455000	0	0	0	0
36.72794170		127.44359480		91.84207000	0	0	0	0
36.72794150		127.44360660		90.46460000	0	0	0	0
36.72794140		127.44361870		90.13133000	0	0	0	0
36.72794130		127.44363080		90.61310000	0	0	0	0
36.72794130		127.44364290		90.74843000	0	0	0	0
36.72794120		127.44365480		90.92760000	0	0	0	0
36.72794130		127.44366660		90.27823000	0	0	0	0
36.72794120		127.44367830		89.56178000	0	0	0	0
36.72794120		127.44368980		90.99524000	0	0	0	0
36.72794120		127.44370120		89.93490000	0	0	0	0
36.72794120		127.44371250		90.81564000	0	0	0	0
36.72794120		127.44372360		90.03210000	0	0	0	0
36.72794120		127.44373470		89.88536000	0	0	0	0
36.72794120		127.44374570		89.97841000	0	0	0	0
36.72794120		127.44375670		91.22089000	0	0	0	0
36.72794130		127.44376740		90.26072000	0	0	0	0
36.72794130		127.44377810		88.76960000	0	0	0	0
36.72794140		127.44378870		90.29846000	0	0	0	0
36.72794140		127.44379930		90.00078000	0	0	0	0
36.72794140		127.44381000		90.24599000	0	0	0	0
36.72794150		127.44382060		88.62245000	0	0	0	0
36.72794170		127.44383170		89.40742000	0	0	0	0
36.72794190		127.44384280		86.93992000	0	0	0	0
36.72794230		127.44385380		87.13580000	0	0	0	0
36.72794290		127.44386490		84.40316000	0	0	0	0
36.72794410		127.44387570		81.09649000	0	0	0	0
36.72794560		127.44388590		79.21544000	0	0	0	0
36.72794730		127.44389550		76.18765000	0	0	0	0
36.72794960		127.44390490		71.96608000	0	0	0	0
36.72795280		127.44391570		68.96460000	0	0	0	0
36.72795700		127.44392690		64.16115000	0	0	0	0
36.72796190		127.44393710		58.32220000	0	0	0	0
36.72796670		127.44394510		52.68750000	0	0	0	0
36.72797200		127.44395250		45.95178000	0	0	0	0
36.72797870		127.44395970		38.82984000	0	0	0	0
36.72798640		127.44396630		32.86264000	0	0	0	0
36.72799470		127.44397180		25.65191000	0	0	0	0
36.72800350		127.44397620		20.64169000	0	0	0	0
36.72801270		127.44397970		15.79789000	0	0	0	0
36.72802210		127.44398250		12.77484000	0	0	0	0
36.72803180		127.44398460		9.18973000	0	0	0	0
36.72804150		127.44398620		6.43641000	0	0	0	0
36.72805120		127.44398750		5.38691000	0	0	0	0
36.72806100		127.44398850		4.80088000	0	0	0	0
36.72807080		127.44398930		3.38631000	0	0	0	0
36.72808070		127.44398990		3.00825000	0	0	0	0
36.72809040		127.44399010		0.42532000	0	0	0	0
36.72810000		127.44399000		359.18983000	0	0	0	0
36.72810920		127.44398950		356.54450000	0	0	0	0
36.72811820		127.44398840		353.60432000	0	0	0	0
36.72812670		127.44398680		350.49450000	0	0	0	0
36.72813400		127.44398450		344.17313000	0	0	0	0
36.72814090		127.44398150		339.04909000	0	0	0	0
36.72814760		127.44397750		332.46448000	0	0	0	0
36.72815460		127.44397180		324.77089000	0	0	0	0
36.72816140		127.44396430		315.37731000	0	0	0	0
36.72816710		127.44395550		307.09504000	0	0	0	0
36.72817180		127.44394580		298.44479000	0	0	0	0
36.72817540		127.44393540		291.55049000	0	0	0	0
36.72817830		127.44392400		286.19765000	0	0	0	0
36.72818050		127.44391190		281.89685000	0	0	0	0
36.72818190		127.44390020		277.21889000	0	0	0	0
36.72818300		127.44388960		277.23656000	0	0	0	0
36.72818360		127.44387930		272.85395000	0	0	0	0
36.72818410		127.44386920		273.13370000	0	0	0	0
36.72818440		127.44385920		272.68360000	0	0	0	0
36.72818470		127.44384920		272.44165000	0	0	0	0
36.72818500		127.44383930		272.29975000	0	0	0	0
36.72818520		127.44382940		270.94994000	0	0	0	0
36.72818530		127.44381940		270.62218000	0	0	0	0
36.72818530		127.44380370		269.83968000	0	0	0	0
36.72818540		127.44378360		270.09481000	0	0	0	0
36.72818540		127.44375900		269.75448000	0	0	0	0
36.72818560		127.44372630		270.68770000	0	0	0	0
36.72818570		127.44369430		270.18943000	0	0	0	0
36.72818560		127.44368110		269.84307000	0	0	0	0
36.72818560		127.44367050		270.03618000	0	0	0	0
36.72818540		127.44365170		268.95300000	0	0	0	0
36.72818510		127.44361900		269.20591000	0	0	0	0
36.72818460		127.44358310		269.06218000	0	0	0	0
36.72818430		127.44356800		269.21309000	0	0	0	0
36.72818410		127.44355820		268.77963000	0	0	0	0
36.72818390		127.44354840		268.13936000	0	0	0	0
36.72818350		127.44353780		265.76370000	0	0	0	0
36.72818290		127.44352660		264.75048000	0	0	0	0
36.72818190		127.44351540		263.05682000	0	0	0	0
36.72818050		127.44350420		259.89980000	0	0	0	0
36.72817830		127.44349340		253.84904000	0	0	0	0
36.72817550		127.44348340		249.77787000	0	0	0	0
36.72817220		127.44347430		243.58682000	0	0	0	0
36.72816830		127.44346570		240.82709000	0	0	0	0
36.72816370		127.44345760		232.70270000	0	0	0	0
36.72815830		127.44344990		227.69550000	0	0	0	0
36.72815240		127.44344260		222.13437000	0	0	0	0
36.72814580		127.44343610		216.93684000	0	0	0	0
36.72813850		127.44343050		209.41497000	0	0	0	0
36.72813060		127.44342600		202.88884000	0	0	0	0
36.72812210		127.44342250		196.42895000	0	0	0	0
36.72811330		127.44342000		191.73813000	0	0	0	0
36.72810400		127.44341820		187.10968000	0	0	0	0
36.72809430		127.44341700		184.03088000	0	0	0	0
36.72808460		127.44341620		182.74376000	0	0	0	0
36.72807490		127.44341590		180.10413000	0	0	0	0
36.72806520		127.44341580		179.95966000	0	0	0	0
36.72805570		127.44341600		178.57335000	0	0	0	0
36.72804630		127.44341640		177.98323000	0	0	0	0
36.72803690		127.44341720		175.51621000	0	0	0	0
36.72802780		127.44341830		173.25158000	0	0	0	0
36.72801900		127.44342040		167.59182000	0	0	0	0
36.72801040		127.44342330		163.22802000	0	0	0	0
36.72800250		127.44342700		157.12526000	0	0	0	0
36.72799540		127.44343150		151.34720000	0	0	0	0
36.72798890		127.44343670		146.04928000	0	0	0	0
36.72798260		127.44344260		141.17998000	0	0	0	0
36.72797700		127.44344960		134.62483000	0	0	0	0
36.72797160		127.44345750		127.30559000	0	0	0	0
36.72796670		127.44346640		121.38367000	0	0	0	0
