36.72791230		127.44251820		87.88961000		3	56	36.72792210		127.44325960
36.72791230		127.44251920		85.54654000		3	56	36.72792210		127.44325960
36.72791240		127.44252040		87.61173000		3	56	36.72792210		127.44325960
36.72791240		127.44252210		86.37299000		3	56	36.72792210		127.44325960
36.72791260		127.44252450		84.01047000		4	56	36.72792210		127.44325960
36.72791280		127.44252740		85.83914000		5	56	36.72792210		127.44325960
36.72791300		127.44253090		84.64915000		6	56	36.72792210		127.44325960
36.72791330		127.44253520		85.81709000		7	56	36.72792210		127.44325960
36.72791360		127.44254000		85.36703000		8	56	36.72792210		127.44325960
36.72791400		127.44254550		84.04420000		9	56	36.72792210		127.44325960
36.72791450		127.44255150		84.89018000		10	56	36.72792210		127.44325960
36.72791500		127.44255810		83.99116000		11	56	36.72792210		127.44325960
36.72791560		127.44256530		84.01338000		12	56	36.72792210		127.44325960
36.72791630		127.44257300		83.95312000		13	56	36.72792210		127.44325960
36.72791700		127.44258120		83.35948000		13	56	36.72792210		127.44325960
36.72791770		127.44259000		84.67504000		14	56	36.72792210		127.44325960
36.72791850		127.44259930		83.97968000		15	56	36.72792210		127.44325960
36.72791920		127.44260900		84.54343000		16	56	36.72792210		127.44325960
36.72791990		127.44261930		85.01803000		17	56	36.72792210		127.44325960
36.72792070		127.44263010		85.36199000		17	56	36.72792210		127.44325960
36.72792130		127.44264140		85.46883000		18	56	36.72792210		127.44325960
36.72792200		127.44265310		86.00522000		19	56	36.72792210		127.44325960
36.72792250		127.44266540		86.94935000		20	56	36.72792210		127.44325960
36.72792300		127.44267800		87.30664000		20	56	36.72792210		127.44325960
36.72792330		127.44269120		87.93379000		21	56	36.72792210		127.44325960
36.72792360		127.44270480		88.57473000		22	56	36.72792210		127.44325960
36.72792380		127.44271870		89.16744000		22	56	36.72792210		127.44325960
36.72792380		127.44273300		89.75510000		23	56	36.72792210		127.44325960
36.72792380		127.44274780		90.23650000		24	56	36.72792210		127.44325960
36.72792370		127.44276300		90.43381000		24	56	36.72792210		127.44325960
36.72792350		127.44277860		90.75927000		25	56	36.72792210		127.44325960
36.72792340		127.44279460		90.50548000		26	56	36.72792210		127.44325960
36.72792320		127.44281090		90.69365000		26	56	36.72792210		127.44325960
36.72792300		127.44282770		90.87567000		27	56	36.72792210		127.44325960
36.72792270		127.44284480		91.05230000		27	56	36.72792210		127.44325960
36.72792240		127.44286230		91.57701000		28	56	36.72792210		127.44325960
36.72792200		127.44288010		91.41819000		28	56	36.72792210		127.44325960
36.72792180		127.44289830		91.03680000		29	56	36.72792210		127.44325960
36.72792170		127.44291680		90.32870000		30	56	36.72792210		127.44325960
36.72792160		127.44293570		90.28880000		30	56	36.72792210		127.44325960
36.72792160		127.44295500		89.77324000		31	56	36.72792210		127.44325960
36.72792170		127.44297450		89.93480000		31	56	36.72792210		127.44325960
36.72792170		127.44299440		89.85030000		32	56	36.72792210		127.44325960
36.72792180		127.44301460		89.54256000		32	56	36.72792210		127.44325960
36.72792190		127.44303510		89.40117000		32	56	36.72792210		127.44325960
36.72792200		127.44305580		89.75498000		32	56	36.72792210		127.44325960
36.72792200		127.44307640		89.92317000		32	56	36.72792210		127.44325960
36.72792210		127.44309710		89.69469000		32	56	36.72792210		127.44325960
36.72792210		127.44311760		89.83336000		32	56	36.72792210		127.44325960
36.72792210		127.44313810		89.70288000		32	56	36.72792210		127.44325960
36.72792220		127.44315830		89.99353000		31	56	36.72792210		127.44325960
36.72792210		127.44317780		90.20346000		29	56	36.72792210		127.44325960
36.72792210		127.44319660		89.93810000		28	56	36.72792210		127.44325960
36.72792210		127.44321430		90.28157000		26	56	36.72792210		127.44325960
36.72792210		127.44323070		89.62580000		23	56	36.72792210		127.44325960
36.72792210		127.44324570		90.03237000		21	56	36.72792210		127.44325960
36.72792210		127.44325960		90.10359000		20	56	36.72792210		127.44325960
36.72792220		127.44327230		89.27250000		18	56	36.72792210		127.44325960
36.72792230		127.44328400		89.82851000		17	56	36.72792210		127.44325960
36.72792240		127.44329490		88.85309000		15	56	36.72792210		127.44325960
36.72792270		127.44330490		87.91674000		14	56	36.72792210		127.44325960
36.72792300		127.44331410		87.44803000		13	56	36.72792210		127.44325960
36.72792350		127.44332280		86.60337000		13	56	36.72792210		127.44325960
36.72792420		127.44333130		84.24003000		13	56	36.72792210		127.44325960
36.72792510		127.44333940		81.98061000		12	56	36.72792210		127.44325960
36.72792640		127.44334740		78.18459000		12	56	36.72792210		127.44325960
36.72792820		127.44335510		74.43973000		12	56	36.72792210		127.44325960
36.72793030		127.44336270		70.89462000		12	56	36.72792210		127.44325960
36.72793280		127.44336990		66.32431000		12	56	36.72792210		127.44325960
36.72793590		127.44337670		60.94662000		12	56	36.72792210		127.44325960
36.72793920		127.44338320		57.78919000		12	56	36.72792210		127.44325960
36.72794290		127.44338940		52.64833000		12	56	36.72792210		127.44325960
36.72794710		127.44339500		47.53529000		11	56	36.72792210		127.44325960
36.72795160		127.44340010		42.45943000		11	56	36.72792210		127.44325960
36.72795630		127.44340480		39.40353000		11	56	36.72792210		127.44325960
36.72796120		127.44340900		33.90215000		11	56	36.72792210		127.44325960
36.72796640		127.44341280		30.42797000		11	56	36.72792210		127.44325960
36.72797180		127.44341600		25.35903000		11	56	36.72792210		127.44325960
36.72797740		127.44341880		22.05112000		12	56	36.72792210		127.44325960
36.72798320		127.44342120		17.99061000		12	56	36.72792210		127.44325960
36.72798950		127.44342320		14.97230000		13	56	36.72792210		127.44325960
36.72799620		127.44342490		11.36498000		13	56	36.72792210		127.44325960
36.72800320		127.44342610		7.76069000		14	56	36.72792210		127.44325960
36.72801050		127.44342690		4.94665000		14	56	36.72792210		127.44325960
36.72801800		127.44342740		3.74671000		14	56	36.72792210		127.44325960
36.72802550		127.44342770		1.41781000		14	56	36.72792210		127.44325960
36.72803300		127.44342780		0.49327000		14	56	36.72792210		127.44325960
